compilation error,[CE] cannot find symbol categoryPlot,,CategoryPlot CategoryPlot = this.categoryPlot.getPlot();
compilation error,[CE] cannot find symbol,,CategoryPlot CategoryPlot = getPlot();
increase failing tests, [FE] NullPointerException,,CategoryPlot CategoryPlot = new CategoryPlot();
compilation error,[CE] cannot find symbol Lists,,CategoryPlot CategoryPlot = Lists.newArrayList();
compilation error,[CE] cannot find symbol Maps,,CategoryPlot CategoryPlot = Maps.newHashMap();
compilation error,[CE] cannot find symbol categoryplot,,CategoryPlot CategoryPlot = this.categoryplot.getPlot();
increase failing tests, [FE] AssertionFailedError,this.rangeGridlinesVisible = true; ,if(this.rangeGridlinesVisible == true) { this.rangeGridlinesVisible = false; } else { this.rangeGridlinesVisible = false; }
increase failing tests, [FE] AssertionFailedError,this.rangeGridlinesVisible = true; ,if(this.rangeGridlinesVisible!= true) { this.rangeGridlinesVisible = false; } else { this.rangeGridlinesVisible = false; }
increase failing tests, [FE] AssertionFailedError,this.rangeGridlinesVisible = true; ,if(this.rangeGridlinesVisible!= false) { this.rangeGridlinesVisible = true; }
compilation error,[CE] illegal start of expression,this.rangeGridlinesVisible = true; ,if(this.rangeGridlinesVisible) { this.rangeGridlinesVisible = true; } else { this.rangeGridlinesVisible = false;
compilation error,[CE] illegal start of expression,} ,super();
compilation error,[CE] illegal start of expression,} ,super(); this.xYPlot = new XYPlot();
compilation error,[CE] illegal start of expression,} ,Preconditions.checkNotNull(XYPlot.TYPE);
compilation error,[CE] illegal start of expression,} ,super(); this.xYPlot = new XYPlot(null);
compilation error,[CE] illegal start of expression,} ,super(); this.XYPlot = new XYPlot();
compilation error,[CE] generics are not supported in -source 1.4,} ,super(); this.xYPlot = new HashMap < XY>();
compilation error,[CE] illegal start of expression,} ,super(); this.XYPlot = new XYPlot(null);
compilation error,[CE] illegal start of expression,} ,Preconditions.checkNotNull(XYPlotUtil.checkNotNull(this));
compilation error,[CE] illegal start of expression,} ,super(); this.xYPlot = new XYPlot(64);
compilation error,[CE] illegal start of expression,} ,super(); this.XYPlot = new XYPlot(64);
patch is same with buggy,,private SortOrder columnRenderingOrder = SortOrder.ASCENDING; ,private SortOrder columnRenderingOrder = SortOrder.ASCENDING;
compilation error,[CE] cannot assign a value to final variable columnRenderingOrder,private SortOrder columnRenderingOrder = SortOrder.ASCENDING; ,private final SortOrder columnRenderingOrder = SortOrder.ASCENDING;
compilation error,[CE] cannot find symbol ASENDING,private SortOrder columnRenderingOrder = SortOrder.ASCENDING; ,private SortOrder columnRenderingOrder = SortOrder.ASENDING;
compilation error,[CE] bad operand types for binary operator '+',private SortOrder columnRenderingOrder = SortOrder.ASCENDING; ,private SortOrder columnRenderingOrder = SortOrder.ASCENDING + 1;
compilation error,[CE] cannot find symbol,private SortOrder columnRenderingOrder = SortOrder.ASCENDING; ,private sortOrder columnRenderingOrder = SortOrder.ASCENDING;
compilation error,[CE] cannot find symbol,private SortOrder columnRenderingOrder = SortOrder.ASCENDING; ,private ListOrder columnRenderingOrder = SortOrder.ASCENDING;
compilation error,[CE] cannot find symbol,private SortOrder columnRenderingOrder = SortOrder.ASCENDING; ,private TypeOrder columnRenderingOrder = SortOrder.ASCENDING;
compilation error,[CE] cannot find symbol,private SortOrder columnRenderingOrder = SortOrder.ASCENDING; ,private ClassOrder columnRenderingOrder = SortOrder.ASCENDING;
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxis = new ObjectList();
compilation error,[CE] variable dataset is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryDataset dataset = new CategoryDataset(this.domainAxisMap); this.renderers = new ObjectList();
compilation error,[CE] variable dataset is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryDataset dataset =(CategoryDataset)this.domainAxisMap.get(0, domainAxis); this.renderers = new ObjectList();
compilation error,[CE] cannot find symbol domainAxisMap,,this.domainAxisMap = new ObjectList(); this.domainAxisMap.set(0, domainAxis);
compilation error,[CE] cannot find symbol domainAxisMap,,this.domainAxisMap = new ObjectList(); this.domainAxisMap.set(0, domainAxisMap);
compilation error,[CE] call to super must be first statement in constructor,,super();
compilation error,[CE] cannot find symbol domainAxis,,this.domainAxis = new ObjectList(); this.domainAxisMap.set(0, domainAxis);
compilation error,[CE] variable dataset is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryDataset dataset =(CategoryDataset)this.domainAxisMap.get(0, domainAxis);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxis = domainAxis.getRootAxis();
compilation error,[CE] variable dataset is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryDataset dataset =(CategoryDataset)this.domainAxisMap.get(0);
compilation error,[CE] cannot find symbol,,RangeAxis rangeAxis = getRangeAxis();
compilation error,[CE] variable rangeAxis is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,ValueAxis rangeAxis = getRangeAxis();
compilation error,[CE] variable rangeAxis is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,ValueAxis rangeAxis = getValueAxis();
compilation error,[CE] cannot find symbol,,RangeAxis rangeAxis =(ValueAxis)this.rangeAxisLocations.get(0, AxisLocation.BOTTOM_OR_LEFT);
compilation error,[CE] variable rangeAxis is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,ValueAxis rangeAxis = this.rangeAxisLocations.get(0, AxisLocation.BOTTOM_OR_LEFT);
compilation error,[CE] cannot find symbol,,RangeAxis rangeAxis = this.rangeAxisLocations.get(0, AxisLocation.BOTTOM_OR_LEFT);
compilation error,[CE] variable rangeAxis is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,ValueAxis rangeAxis =(ValueAxis)this.rangeAxisLocations.get(0, AxisLocation.BOTTOM_OR_LEFT);
compilation error,[CE] cannot find symbol,,RangeAxis rangeAxis =(ValueAxis)this.rangeAxisLocations.get(0, AxisLocation.TOP_OR_LEFT);
compilation error,[CE] variable rangeAxis is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,ValueAxis rangeAxis = this.rangeAxisLocations.get(0, AxisLocation.TOP_OR_LEFT);
compilation error,[CE] cannot find symbol,,RangeAxis rangeAxis = this.rangeAxisLocations.get(0, AxisLocation.TOP_OR_LEFT);
compilation error,[CE] incompatible types,ValueAxis yAxis = getRangeAxis(axisIndex); ,ValueAxis yAxis = getDomainAxis(axisIndex);
compilation error,[CE] cannot find symbol,ValueAxis yAxis = getRangeAxis(axisIndex); ,ValueAxis yAxis = getDoubleAxis(axisIndex);
compilation error,[CE] cannot find symbol,ValueAxis yAxis = getRangeAxis(axisIndex); ,ValueAxis yAxis = getPositionAxis(axisIndex);
compilation error,[CE] cannot find symbol,ValueAxis yAxis = getRangeAxis(axisIndex); ,ValueAxis yAxis = getValueAxis(axisIndex);
compilation error,[CE] cannot find symbol axisType,ValueAxis yAxis = getRangeAxis(axisIndex); ,ValueAxis yAxis = getRangeAxis(axisIndex, axisType);
compilation error,[CE] cannot find symbol,ValueAxis yAxis = getRangeAxis(axisIndex); ,ValueAxis yAxis = createValueAxis(axisIndex);
patch is same with buggy,,ValueAxis yAxis = getRangeAxis(axisIndex); ,ValueAxis yAxis = getRangeAxis(axisIndex);
compilation error,[CE] cannot find symbol,ValueAxis yAxis = getRangeAxis(axisIndex); ,ValueAxis yAxis = getConstantAxis(axisIndex);
compilation error,[CE] cannot find symbol,ValueAxis yAxis = getRangeAxis(axisIndex); ,ValueAxis yAxis = getBetaAxis(axisIndex);
increase failing tests, [FE] NullPointerException,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(0, location);
compilation error,[CE] cannot find symbol rangeAxisLocation,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(this.rangeAxisLocation, location);
compilation error,[CE] cannot find symbol i,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(i, location);
compilation error,[CE] cannot find symbol rangeAxisLocation,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(index, this.rangeAxisLocation);
patch is same with buggy,,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(index, location);
compilation error,[CE] cannot find symbol rangeAxisLocation,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(this.rangeAxisLocation, position);
compilation error,[CE] cannot find symbol position,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(position, index);
compilation error,[CE] cannot find symbol locale,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(locale, index);
compilation error,[CE] cannot find symbol rangeAxisLocation,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(index, this.rangeAxisLocation);
compilation error,[CE] cannot find symbol range,this.rangeAxisLocations.set(index, location); ,this.rangeAxisLocations.set(range, location);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxisPosition = CategoryAnchor.MIDDLE;
compilation error,[CE] call to super must be first statement in constructor,,super();
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxisVisible = CategoryAnchor.MIDDLE;
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxis = CategoryAnchor.MIDDLE;
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxisPosition = CategoryAnchor.CENTER;
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxis = DomainAnchor.MIDDLE;
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxisPosition = CategoryAnchor.START;
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxisPosition = CategoryAnchor.END;
compilation error,[CE] cannot find symbol domainAxis,,Preconditions.checkState(this.domainAxis!= null);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxis = domainAxis;
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = getDomainAxis(); this.domainAxis.setPlot(this);
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = getDomainAxis(domainAxis); this.rangeAxis.setPlot(this);
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = getDomainAxis(domainAxis); this.mapSharedDomainAxis = false;
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = getDomainAxis(domainAxis); this.datasetToSharedDomainAxis = false;
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = getDomainAxis(domainAxis);
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = super.getDomainAxis(); this.domainAxis.setPlot(this);
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = getDomainAxis(domainAxis); this.mapDatasetToRangeAxis = false;
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = getDomainAxis(); this.mapSharedDomainAxis = false;
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = getDomainAxis(); this.rangeAxis.setPlot(this);
compilation error,[CE] variable domainAxis is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryAxis domainAxis = getDomainAxis();
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(this); event.setType(ChartChangeEventType.DATASET_UPDATED); notifyListeners(e);
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(this); this.setType(ChartChangeEventType.DATASET_UPDATED); notifyListeners(e);
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(ChartChangeEventType.DATASET_UPDATED); notifyListeners(e);
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(ChartChangeEventType.DATASET_UPDATED); if(event!= null) { notifyListeners(e); }
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(this); if(event!= null) { notifyListeners(e); }
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(this);
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(ChartChangeEventType.DATASET_UPDATED); if(event!= null) { throw new IllegalArgumentException(""); }
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(ChartChangeEventType.DATASET_UPDATED); event.setAnnotation(this);
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(ChartChangeEventType.DATASET_UPDATED);
compilation error,[CE] variable event is already defined in method datasetChanged(DatasetChangeEvent),,PlotChangeEvent event = new PlotChangeEvent(ChartChangeEventType.DATASET_UPDATED); if(event == null) { notifyListeners(e); }
patch is same with buggy,,return removeRangeMarker(marker, Layer.FOREGROUND); ,return removeRangeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeRangeMarker(marker, Layer.FOREGROUND); ,return marker.removeRangeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeRangeMarker(marker, Layer.FOREGROUND); ,return removerangeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeRangeMarker(marker, Layer.FOREGROUND); ,return deleteRangeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeRangeMarker(marker, Layer.FOREGROUND); ,return replaceRangeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeRangeMarker(marker, Layer.FOREGROUND); ,return removeDangeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeRangeMarker(marker, Layer.FOREGROUND); ,return removeLangeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] incompatible types,return removeRangeMarker(marker, Layer.FOREGROUND); ,return addRangeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeRangeMarker(marker, Layer.FOREGROUND); ,return removePangeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] ')' expected,return removeRangeMarker(marker, Layer.FOREGROUND); ,return removeRangeMarker(marker, Layer.FOREGROUND;
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker = super.removeMarker(marker, Layer.FOREGROUND);
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker = getMarker();
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker = super.removeMarker(marker, Layer.FOREGROUND); if(marker == null) { marker = new XYMarker(); }
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker = super.removeMarker(marker, Layer.FOREGROUND); if(marker == null) { marker = new XYMarker(); }
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker = super.removeMarker(marker, Layer.FOREGROUND); if(marker!= null) { marker = new XYMarker(); }
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker = new XYMarker();
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker =(Marker)this.marker.clone();
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker = super.removeMarker(marker, Layer.FOREGROUND); if(marker == null) { marker = new XYPlot(); }
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker = super.removeMarker(marker, Layer.FOREGROUND); if(marker == null) { marker = new XYPlot(); }
compilation error,[CE] variable marker is already defined in method removeRangeMarker(Marker),,Marker marker = super.removeMarker(marker, Layer.FOREGROUND); if(marker!= null) { marker = new XYPlot(); }
patch is same with buggy,,public static final Stroke DEFAULT_CROSSHAIR_STROKE = DEFAULT_GRIDLINE_STROKE; ,public static final Stroke DEFAULT_CROSSHAIR_STROKE = DEFAULT_GRIDLINE_STROKE;
patch is same with buggy,,public static final Stroke DEFAULT_CROSSHAIR_STROKE = DEFAULT_GRIDLINE_STROKE; ,public static final Stroke DEFAULT_CROSSHAIR_STROKE = DEFAULT_GRIDLINE_STROKE;
compilation error,[CE] ')' expected,public static final Stroke DEFAULT_CROSSHAIR_STROKE = DEFAULT_GRIDLINE_STROKE; ,public static final Stroke DEFAULT_CROSSHAIR_STROKE =(DEFAULT_GRIDLINE_STROKE;
patch is same with buggy,,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, 0);
increase failing tests, [FE] NullPointerException,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, 1);
increase failing tests, [FE] NullPointerException,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, 2);
compilation error,[CE] method mapDatasetToRangeAxis in class XYPlot cannot be applied to given types;,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, AxisLocation.BOTTOM_OR_LEFT);
increase failing tests, [FE] NullPointerException,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, 4);
increase failing tests, [FE] NullPointerException,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, 3);
increase failing tests, [FE] NullPointerException,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, 5);
compilation error,[CE] method mapDatasetToRangeAxis in class XYPlot cannot be applied to given types;,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, AxisLocation.TOP_OR_LEFT);
compilation error,[CE] method mapDatasetToRangeAxis in class XYPlot cannot be applied to given types;,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, 0L);
increase failing tests, [FE] NullPointerException,this.mapDatasetToRangeAxis(0, 0); ,this.mapDatasetToRangeAxis(0, 10);
compilation error,[CE] cannot find symbol categoryPlot,,CategoryPlot plot =(CategoryPlot)this.categoryPlot.getPlot();
compilation error,[CE] cannot find symbol Lists,,CategoryPlot CategoryPlot = Lists.newArrayList();
compilation error,[CE] cannot find symbol,,CategoryPlot CategoryPlot = getCategoryPlot();
compilation error,[CE] cannot find symbol categoryPlot,,CategoryPlot plot =(CategoryPlot)this.categoryPlot.clone();
compilation error,[CE] cannot find symbol categoryPlot,,CategoryPlot plot =(CategoryPlot)this.categoryPlot.getPropertyPlot();
compilation error,[CE] <identifier> expected,,CategoryPlot = CategoryPlot.getPlot();
compilation error,[CE] cannot find symbol,,CategoryPlot CategoryPlot = getCurrentPlot();
compilation error,[CE] cannot find symbol categoryPlot,,CategoryPlot plot =(CategoryPlot)this.categoryPlot.get();
compilation error,[CE] <identifier> expected,,CategoryPlot = Lists.newArrayList();
compilation error,[CE] cannot find symbol,,CategoryPlot plot =(CategoryPlot)this.getPlot();
patch is same with buggy,,for (int i = 0; i < this.domainAxes.size(); i++) { ,for(int i = 0; i < this.domainAxes.size(); i++) {
increase failing tests, [FE] NullPointerException,for (int i = 0; i < this.domainAxes.size(); i++) { ,for(int i = 1; i < this.domainAxes.size(); i++) {
patch is same with buggy,,for (int i = 0; i < this.domainAxes.size(); i++) { ,for(int i=0; i < this.domainAxes.size(); i++) {
patch is same with buggy,,for (int i = 0; i < this.domainAxes.size(); i++) { ,for (int i = 0; i < this.domainAxes.size(); i++) {
compilation error,[CE] incompatible types,for (int i = 0; i < this.domainAxes.size(); i++) { ,for(int i = 0; i >> this.domainAxes.size(); i++) {
increase failing tests, [FE] NullPointerException,for (int i = 0; i < this.domainAxes.size(); i++) { ,for(int i = 0; i <= this.domainAxes.size(); i++) {
increase failing tests, [FE] NullPointerException,for (int i = 0; i < this.domainAxes.size(); i++) { ,for(int i = 2; i < this.domainAxes.size(); i++) {
increase failing tests, [FE] NullPointerException,for (int i = 0; i < this.domainAxes.size(); i++) { ,for(int i = 0; i!= this.domainAxes.size(); i++) {
compilation error,[CE] package these does not exist,for (int i = 0; i < this.domainAxes.size(); i++) { ,for(int i = 0; i < these.domainAxes.size(); i++) {
compilation error,[CE] bad operand types for binary operator '<',for (int i = 0; i < this.domainAxes.size(); i++) { ,for(int i = 0; i < this.domainAxes.get(i); i++) {
patch is same with buggy,,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
increase failing tests, [FE] NullPointerException,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(",org.jfree.chart.plot.LocalizationBundle");
increase failing tests, [FE] NullPointerException,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(".org.jfree.chart.plot.LocalizationBundle");
increase failing tests, [FE] NullPointerException,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected final ResourceBundle localizationResources = ResourceBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
patch is same with buggy,,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle( "org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] illegal start of expression,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(,"org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] cannot find symbol,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourcesBundle localizationResources = ResourceBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] cannot find symbol ResourcesBundle,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourcesBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] cannot find symbol localizationResources,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localeResources = ResourceBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(  "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle("org.jfree.chart.plot.LocalizationBundle";
increase failing tests, [FE] AssertionFailedError,this.rangeZeroBaselineVisible = false; ,this.rangeZeroBaselineVisible = true;
compilation error,[CE] illegal start of expression,this.rangeZeroBaselineVisible = false; ,if(this.rangeZeroBaselineVisible!= false) { this.rangeZeroBaselineVisible = false; } else { this.rangeZeroBaselinePaint = Color.black; this.rangeZeroBaselineVisible = false;
compilation error,[CE] illegal start of expression,this.rangeZeroBaselineVisible = false; ,if(this.rangeZeroBaselineVisible!= false) { this.rangeZeroBaselineVisible = false; } else { this.rangeZeroBaselinePaint = Color.black; this.rangeZeroBaselineStroke = new BasicStroke(0.5f);
compilation error,[CE] illegal start of expression,this.rangeZeroBaselineVisible = false; ,if(this.rangeZeroBaselineVisible) { this.rangeZeroBaselineVisible = false; } else { this.rangeZeroBaselinePaint = Color.black; this.rangeZeroBaselineStroke = new BasicStroke(0.5f);
compilation error,[CE] illegal start of expression,this.rangeZeroBaselineVisible = false; ,if(this.rangeZeroBaselineVisible) { this.rangeZeroBaselineVisible = false; } else { this.rangeZeroBaselinePaint = Color.black; this.rangeZeroBaselineVisible = false;
compilation error,[CE] ';' expected,this.rangeZeroBaselineVisible = false; ,if(this.rangeZeroBaselineVisible!= false) { this.rangeZeroBaselineVisible = false; } else { this.rangeZeroBaselinePaint = Color.black; this.rangeZeroBaselineStroke = DEFAULT_CROSSHAIR_
patch is same with buggy,,if (dataset != null) { ,if(dataset!= null) {
compilation error,[CE] cannot find symbol dataset,if (dataset != null) { ,if(this.dataset!= null) {
increase failing tests, [FE] NullPointerException,if (dataset != null) { ,if(dataset == null) {
