projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[0];
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[1];
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[2];
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticbyte[]NO_INTS=newbyte[0];
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[16];
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[6];
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67returnnewJsonParseException("JsonParseExceptionisnull.");
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[1];finalJsonParseExceptionexception=null;
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[1];finalJsonParseExceptionex=newJsonParseException(""));
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[1];finalJsonParseExceptionex=newJsonParseException("JsonParseException:"+getMessage());
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[1];finalJsonParseExceptionex=newJsonParseException("JsonParseException:");
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticbyte[]NO_INTS=newbyte[0];finalJsonParseExceptionex=newJsonParseException(""));
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticbyte[]NO_INTS=newbyte[0];finalJsonParseExceptionexception=newJsonParseException(""));
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticbyte[]NO_INTS=newbyte[0];finalJsonParseExceptionexception=null;
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticbyte[]NO_INTS=newbyte[0];finalJsonParseExceptionex=newJsonParser();
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticbyte[]NO_INTS=newbyte[0];finalJsonParseExceptionex=null;
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[2];finalJsonParseExceptionexception=null;
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[2];finalJsonParseExceptionex=newJsonParseException(""));
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[2];finalJsonParseExceptionex=newJsonParseException("JsonParseException:"+getMessage());
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[2];finalJsonParseExceptionex=newJsonParseException("JsonParseException:");
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[16];finalJsonParseException.class.getSimpleName();
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[16];finalJsonParseException.class.getSimpleName());
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[16];finalJsonParseExceptionexception=null;
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[16];finalJsonParseExceptionex=newJsonParseException(""));
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67protectedfinalstaticint[]NO_INTS=newint[16];finalJsonParseExceptionex=newJsonParseException("JsonParseException:"+getMessage());
projects/JacksonCore24/src/main/java/com/fasterxml/jackson/core/base/ParserMinimalBase.java67returnnull;
