projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locales)&&evaluatesToLocalValue(value.getFirstChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locales)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874caseToken.COMMA:returnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874caseToken.COMMA:returnevaluatesToLocalValue(value.getFirstChild(),locals)||evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals)||evaluatesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locales)&&evaluatesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locales)||evaluatesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getFirstChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874ReturnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getFirstChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874ReturnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locales)||evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild().getNext(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals).&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals)&&comparesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnassesssToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getString(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getString(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locales)&&evaluatesToLocalValue(value.getFirstChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874CaseToken.COMMA:returnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874caseToken.COMMA:returnevaluatesToLocalValue(value.getFirstChild(),locales)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874Case.COMMA:returnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874caseToken.COMMA:returnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locals)&&evaluatesToLocalValue(value.getFirstChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals)||evaluatesToLocalValue(value.getFirstChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals)||comparesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returncomparesToLocalValue(value.getFirstChild(),locals)&&comparesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals)&&comparesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locals)&&comparesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locales)&&evaluatesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874ReturnevaluatesToLocalValue(value.getLastChild(),locals)&&evaluatesToLocalValue(value.getFirstChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locals)||evaluatesToLocalValue(value.getString(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild().getNext(),locals)||evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild().getNext(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild().getNext(),locals)&&evaluatesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild().getNext(),locales)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locales)&&evaluatesToLocalValue(value.getString(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locales)||evaluatesToLocalValue(value.getString(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874ReturnevaluatesToLocalValue(value.getFirstChild(),locals)||evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locales)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getType(),locals)&&evaluatesToLocalValue(value.getFirstChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getLastChild(),locals).&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnassesssToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874caseToken.ASSIGN:returnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals),&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild().getParent(),locals)&&evaluatesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874ReturnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874ReturnevaluatesToLocalValue(value.getFirstChild(),locals)&&evaluatesToLocalValue(value.getString(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild().getNext(),locales)&&evaluatesToLocalValue(value.getLastChild(),locales);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locales)&&comparesToLocalValue(value.getLastChild(),locals);
projects/Closure80/src/com/google/javascript/jscomp/NodeUtil.java2874returnevaluatesToLocalValue(value.getFirstChild(),locals)||evaluatesToLocalValue(value.getString(),locales);
