bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
32	[BUG]  [BUGGY]    tokens.clear();  [FE]  UnrecognizedOptionException  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  tokens.clear();  [BUGGY]    tokens.clear();  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	53	53	1	replace	    tokens.clear();		compilable	  [FE]  UnrecognizedOptionException  test	9	1
32	[BUG]  [BUGGY]  [FE]  ComparisonFailure  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  tokens.clear();  [BUGGY]    tokens.add( "-- ");  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	53	53	1	add	    tokens.add( "-- ");		compilable	  [FE]  ComparisonFailure  test	9	1
33	[BUG]  [BUGGY]    tokens.add( "-- ");  [FE]  ComparisonFailure  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  tokens.clear();  [BUGGY]    tokens.add( "-- ");  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	53	53	1	replace	    tokens.add( "-- ");		compilable	  [FE]  ComparisonFailure  test	9	1
33	[BUG]  [BUGGY]    tokens.clear();  currentOption  =  options.getOption(tokens);  [CE]  method  getOption  in  class  Options  cannot  be  applied  to  given  types;  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  tokens.clear();  [BUGGY]    tokens.clear();  currentOption  =  options.getOption(tokens);  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	53	53	1	replace	    tokens.clear();  currentOption  =  options.getOption(tokens);		non-compiled	[CE]  method  getOption  in  class  Options  cannot  be  applied  to  given  types;	9	None
34	[BUG]  [BUGGY]  [FE]  ArrayIndexOutOfBoundsException  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  tokens.clear();  [BUGGY]    tokens.remove(tokens.size()  -  1);  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	53	53	1	add	    tokens.remove(tokens.size()  -  1);		compilable	  [FE]  ArrayIndexOutOfBoundsException  test	9	1
35	[BUG]  [BUGGY]    tokens.remove(tokens.size()  -  1);  [FE]  ArrayIndexOutOfBoundsException  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  tokens.clear();  [BUGGY]    tokens.remove(tokens.size()  -  1);  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	53	53	1	replace	    tokens.remove(tokens.size()  -  1);		compilable	  [FE]  ArrayIndexOutOfBoundsException  test	9	1
35	[BUG]  [BUGGY]    tokens.add( "-- ");  currentOption  =  options.getOption(tokens);  [CE]  method  getOption  in  class  Options  cannot  be  applied  to  given  types;  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  tokens.clear();  [BUGGY]    tokens.add( "-- ");  currentOption  =  options.getOption(tokens);  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	53	53	1	replace	    tokens.add( "-- ");  currentOption  =  options.getOption(tokens);		non-compiled	[CE]  method  getOption  in  class  Options  cannot  be  applied  to  given  types;	9	None
42	[BUG]  [BUGGY]  while(iter.next())  {  [CE]  incompatible  types  [CONTEXT]  {  init();  this.options  =  options;  Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;    [BUGGY]  while(iter.next())  {  [BUGGY]  {  token  =  (String)  iter.next();  if  (token.startsWith( "-- "))  {  if  (token.indexOf('=')  !=  -1)  {  tokens.add(token.substring(0,  token.indexOf('=')));  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	105	106	1	replace	while(iter.next())  {	while  (iter.hasNext())  {  	non-compiled	[CE]  incompatible  types	18	None
43	[BUG]  [BUGGY]  while(iter.isEmpty())  {  [CE]  cannot  find  symbol  [CONTEXT]  {  init();  this.options  =  options;  Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;    [BUGGY]  while(iter.isEmpty())  {  [BUGGY]  {  token  =  (String)  iter.next();  if  (token.startsWith( "-- "))  {  if  (token.indexOf('=')  !=  -1)  {  tokens.add(token.substring(0,  token.indexOf('=')));  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	105	106	1	replace	while(iter.isEmpty())  {	while  (iter.hasNext())  {  	non-compiled	[CE]  cannot  find  symbol	18	None
45	[BUG]  [BUGGY]    [CE]  illegal  start  of  type  [CONTEXT]  {  init();  this.options  =  options;  Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;    [BUGGY]    [BUGGY]  {  token  =  (String)  iter.next();  if  (token.startsWith( "-- "))  {  if  (token.indexOf('=')  !=  -1)  {  tokens.add(token.substring(0,  token.indexOf('=')));  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	105	106	1	replace	  	while  (iter.hasNext())  {  	non-compiled	[CE]  illegal  start  of  type	18	None
51	[BUG]  [BUGGY]    token  =  token.toLowerCase();  token  =  token.toLowerCase();  [CE]  cannot  find  symbol  token  [CONTEXT]  {  [BUGGY]    token  =  token.toLowerCase();  token  =  token.toLowerCase();  [BUGGY]  init();  this.options  =  options;  Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;  while  (iter.hasNext())  {  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	97	97	1	replace	    token  =  token.toLowerCase();  token  =  token.toLowerCase();		non-compiled	[CE]  cannot  find  symbol  token	13	None
52	[BUG]  [BUGGY]    token  =  tokens.toLowerCase();  token  =  token.toLowerCase();  [CE]  cannot  find  symbol  token  [CONTEXT]  {  [BUGGY]    token  =  tokens.toLowerCase();  token  =  token.toLowerCase();  [BUGGY]  init();  this.options  =  options;  Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;  while  (iter.hasNext())  {  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	97	97	1	replace	    token  =  tokens.toLowerCase();  token  =  token.toLowerCase();		non-compiled	[CE]  cannot  find  symbol  token	13	None
53	[BUG]  [BUGGY]    token  =  token.toLowerCase();  [CE]  cannot  find  symbol  token  [CONTEXT]  {  [BUGGY]    token  =  token.toLowerCase();  [BUGGY]  init();  this.options  =  options;  Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;  while  (iter.hasNext())  {  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	97	97	1	replace	    token  =  token.toLowerCase();		non-compiled	[CE]  cannot  find  symbol  token	13	None
54	[BUG]  [BUGGY]    token  =  token.toLowerCase();  token  =(String[])iter.next();  [CE]  cannot  find  symbol  token  [CONTEXT]  {  [BUGGY]    token  =  token.toLowerCase();  token  =(String[])iter.next();  [BUGGY]  init();  this.options  =  options;  Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;  while  (iter.hasNext())  {  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	97	97	1	replace	    token  =  token.toLowerCase();  token  =(String[])iter.next();		non-compiled	[CE]  cannot  find  symbol  token	13	None
55	[BUG]  [BUGGY]    token  =  token.toLowerCase();  currentOption  =  options.getOption(token);  [CE]  cannot  find  symbol  token  [CONTEXT]  {  [BUGGY]    token  =  token.toLowerCase();  currentOption  =  options.getOption(token);  [BUGGY]  init();  this.options  =  options;  Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;  while  (iter.hasNext())  {  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	97	97	1	replace	    token  =  token.toLowerCase();  currentOption  =  options.getOption(token);		non-compiled	[CE]  cannot  find  symbol  token	13	None
62	[BUG]  [BUGGY]  [FE]  NullPointerException  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  [BUGGY]  tokens.remove(currentOption.getKey());  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	add	tokens.remove(currentOption.getKey());	tokens.clear();  	compilable	  [FE]  NullPointerException  test	6	1
63	[BUG]  [BUGGY]  tokens.remove(currentOption.getKey());  [FE]  NullPointerException  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  [BUGGY]  tokens.remove(currentOption.getKey());  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	replace	tokens.remove(currentOption.getKey());	tokens.clear();  	compilable	  [FE]  NullPointerException  test	6	1
63	[BUG]  [BUGGY]  tokens.remove(currentOption.getLocalMillis());  [CE]  cannot  find  symbol  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  [BUGGY]  tokens.remove(currentOption.getLocalMillis());  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	replace	tokens.remove(currentOption.getLocalMillis());	tokens.clear();  	non-compiled	[CE]  cannot  find  symbol	6	None
64	[BUG]  [BUGGY]  [FE]  ComparisonFailure  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  [BUGGY]  tokens.add( "-- ");  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	add	tokens.add( "-- ");	tokens.clear();  	compilable	  [FE]  ComparisonFailure  test	6	1
65	[BUG]  [BUGGY]  tokens.add( "-- ");  [FE]  ComparisonFailure  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  [BUGGY]  tokens.add( "-- ");  [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	replace	tokens.add( "-- ");	tokens.clear();  	compilable	  [FE]  ComparisonFailure  test	6	1
65	[BUG]  [BUGGY]  [FE]  UnrecognizedOptionException  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  [BUGGY]    [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	add	  	tokens.clear();  	compilable	  [FE]  UnrecognizedOptionException  test	6	1
66	[BUG]  [BUGGY]    [FE]  UnrecognizedOptionException  test  [CONTEXT]  private  void  init()  {  eatTheRest  =  false;  [BUGGY]    [BUGGY]  currentOption  =  null;  }  [CLASS]  PosixParser  [METHOD]  init  [RETURN_TYPE]  void  [VARIABLES]  ArrayList  tokens  Options  options  Option  currentOption  boolean  eatTheRest  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	52	52	1	replace	  	tokens.clear();  	compilable	  [FE]  UnrecognizedOptionException  test	6	1
72	[BUG]  [BUGGY]  this.options  =  Arrays.asList(arguments);  [CE]  incompatible  types  [CONTEXT]  {  init();  [BUGGY]  this.options  =  Arrays.asList(arguments);  [BUGGY]    Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;  while  (iter.hasNext())  {  token  =  (String)  iter.next();  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	98	98	1	replace	this.options  =  Arrays.asList(arguments);	this.options  =  options;  	non-compiled	[CE]  incompatible  types	14	None
73	[BUG]  [BUGGY]  this.options  =  Arrays.asList(arguments).iterator();  [CE]  incompatible  types  [CONTEXT]  {  init();  [BUGGY]  this.options  =  Arrays.asList(arguments).iterator();  [BUGGY]    Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;  while  (iter.hasNext())  {  token  =  (String)  iter.next();  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	98	98	1	replace	this.options  =  Arrays.asList(arguments).iterator();	this.options  =  options;  	non-compiled	[CE]  incompatible  types	14	None
74	[BUG]  [BUGGY]  this.options  =  new  ArrayList  <  String>();  [CE]  incompatible  types  [CONTEXT]  {  init();  [BUGGY]  this.options  =  new  ArrayList  <  String>();  [BUGGY]    Iterator  iter  =  Arrays.asList(arguments).iterator();  String  token;  while  (iter.hasNext())  {  token  =  (String)  iter.next();  [CLASS]  PosixParser  [METHOD]  flatten  [RETURN_TYPE]  String[]  Options  options  String[]  arguments  boolean  stopAtNonOption  [VARIABLES]  Options  options  boolean  eatTheRest  stopAtNonOption  ArrayList  tokens  Iterator  iter  Option  currentOption  String[]  arguments  String  token  int  tokenLength  	projects/Cli2/src/java/org/apache/commons/cli/PosixParser.java	1.0	98	98	1	replace	this.options  =  new  ArrayList  <  String>();	this.options  =  options;  	non-compiled	[CE]  incompatible  types	14	None
