bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action3	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }    [BUGGY]  double  yMin  =  f.value(initial);  [BUGGY]  if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  setResult(yMin,  0);  return  result;  }  if  (yInitial  *  yMin  <  0)  {  return  solve(f,  min,  yMin,  initial,  yInitial,  min,  yMin);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	113	113	1	add	double  yMin  =  f.value(initial);	double  yMin  =  f.value(min);  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	13	1
23	[BUG]  [BUGGY]    setResult(min,  max);  ret  =  min;  [CE]  no  suitable  method  found  for  setResult(double,double)  [CONTEXT]  }  else  if  (Math.abs(yMax)  <=  functionValueAccuracy)  {  setResult(max,  0);  ret  =  max;  }  else  {    [BUGGY]    setResult(min,  max);  ret  =  min;  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(      NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	184	185	1	replace	    setResult(min,  max);  ret  =  min;		non-compiled	[CE]  no  suitable  method  found  for  setResult(double,double)	4	None	add
24	[BUG]  [BUGGY]    setResult(min,  ret);  ret  =  max;  [CE]  no  suitable  method  found  for  setResult(double,double)  [CONTEXT]  }  else  if  (Math.abs(yMax)  <=  functionValueAccuracy)  {  setResult(max,  0);  ret  =  max;  }  else  {    [BUGGY]    setResult(min,  ret);  ret  =  max;  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(      NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	184	185	1	replace	    setResult(min,  ret);  ret  =  max;		non-compiled	[CE]  no  suitable  method  found  for  setResult(double,double)	4	None	add
25	[BUG]  [BUGGY]    setResult(min,  ret);  ret  =  sign;  [CE]  no  suitable  method  found  for  setResult(double,double)  [CONTEXT]  }  else  if  (Math.abs(yMax)  <=  functionValueAccuracy)  {  setResult(max,  0);  ret  =  max;  }  else  {    [BUGGY]    setResult(min,  ret);  ret  =  sign;  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(      NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	184	185	1	replace	    setResult(min,  ret);  ret  =  sign;		non-compiled	[CE]  no  suitable  method  found  for  setResult(double,double)	4	None	add
31	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);  }  [BUGGY]  return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	add	    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);  }		compilable	  [FE]  AssertionFailedError  testBadEndpoints	2	1
32	[BUG]  [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);  }  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);  }  [BUGGY]  return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	replace	    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);  }		compilable	  [FE]  AssertionFailedError  testBadEndpoints	2	1	add
32	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  initial,  yInitial);  }  [BUGGY]  return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	add	    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  initial,  yInitial);  }		compilable	  [FE]  AssertionFailedError  testBadEndpoints	2	1
33	[BUG]  [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  initial,  yInitial);  }  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  initial,  yInitial);  }  [BUGGY]  return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	replace	    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  initial,  yInitial);  }		compilable	  [FE]  AssertionFailedError  testBadEndpoints	2	1	add
33	[BUG]  [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  min,  initial,  max,  yMin,  yMax);  }  [CE]  no  suitable  method  found  for  solve(UnivariateRealFunction,double,double,double,double,double)  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  min,  initial,  max,  yMin,  yMax);  }  [BUGGY]  return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	replace	    if(yInitial  *  yMax  >  0)  {  return  solve(f,  min,  initial,  max,  yMin,  yMax);  }		non-compiled	[CE]  no  suitable  method  found  for  solve(UnivariateRealFunction,double,double,double,double,double)	2	None	add
34	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);  }  [BUGGY]  return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	add	    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);  }		compilable	  [FE]  AssertionFailedError  testBadEndpoints	2	1
35	[BUG]  [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);  }  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);  }  [BUGGY]  return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	replace	    if(yInitial  *  yMax  >  0)  {  return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);  }		compilable	  [FE]  AssertionFailedError  testBadEndpoints	2	1	add
35	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  min,  initial,  max,  yMin,  yMax,  yInitial);  }  [BUGGY]  return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	add	    if(yInitial  *  yMax  >  0)  {  return  solve(f,  min,  initial,  max,  yMin,  yMax,  yInitial);  }		compilable	  [FE]  AssertionFailedError  testBadEndpoints	2	1
36	[BUG]  [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  min,  initial,  max,  yMin,  yMax,  yInitial);  }  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]    if(yInitial  *  yMax  >  0)  {  return  solve(f,  min,  initial,  max,  yMin,  yMax,  yInitial);  }  [BUGGY]  return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	replace	    if(yInitial  *  yMax  >  0)  {  return  solve(f,  min,  initial,  max,  yMin,  yMax,  yInitial);  }		compilable	  [FE]  AssertionFailedError  testBadEndpoints	2	1	add
42	[BUG]  [BUGGY]  clearSequence(min,  initial,  max);  [CE]  cannot  find  symbol  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  clearResult();  [BUGGY]  clearSequence(min,  initial,  max);  [BUGGY]    double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	103	103	1	replace	clearSequence(min,  initial,  max);	verifySequence(min,  initial,  max);  	non-compiled	[CE]  cannot  find  symbol	7	None	replace
43	[BUG]  [BUGGY]  setResult(initial,  max);  [CE]  no  suitable  method  found  for  setResult(double,double)  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  clearResult();  [BUGGY]  setResult(initial,  max);  [BUGGY]    double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	103	103	1	replace	setResult(initial,  max);	verifySequence(min,  initial,  max);  	non-compiled	[CE]  no  suitable  method  found  for  setResult(double,double)	7	None	replace
