projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[6];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[8];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[10];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[9];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[7];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[5];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[8];finalbyte[]userid=newbyte[8)];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[8];finalbyte[]usesrid=newbyte[8];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[8];Finalbyte[]userid=newbyte[8];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[8];finalbyte[]userid=newbyte[9];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[8];finalbyte[]userid=newbyte[8);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[8];finalbyte[]userid=newbyte[7];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[15];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(name);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[10];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[6];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[12];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[9];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[8];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[1];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[9];finalbyte[]userid=newbyte[9];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[9];finalbyte[]userid=newbyte[9)];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[9];finalbyte[]usesrid=newbyte[9];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[9];Finalbyte[]userid=newbyte[9];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[9];finalbyte[]userid=newbyte[8];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[9];byte[]userid=newbyte[9];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[12];finalbyte[]userid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[12];Finalbyte[]userid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[12];finalbyte[]usesrid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[12];finalbyte[]usagerid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[12];finalbyte[]userid=newbyte[11];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[12];finalbyte[]userid=newbyte[2];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[12];finalbyte[]userid=newbyte[6];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[9];finalbyte[]userid=newbyte[7];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[9];finalbyte[]usagerid=newbyte[9];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[5];finalbyte[]usagerid=newbyte[5];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[7];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[5];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[10];finalbyte[]userid=newbyte[100];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[16];finalbyte[]Userid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[4];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[17];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(lastmodified);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[16];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[12];finalbyte[]usedrid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[16];finalbyte[]usedrid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]used=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88byte[]userid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]name=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]lastmodified=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]filemode=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usagerid=newbyte[10];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usagerid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usagerid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[17];finalbyte[]userid=newbyte[17];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[17];finalbyte[]usesrid=newbyte[17];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[17];Finalbyte[]userid=newbyte[17];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[17];byte[]userid=newbyte[17];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[17];finalbyte[]usagerid=newbyte[17];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[17];finalbyte[]usedrid=newbyte[17];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[2];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[1];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usagerid=newbyte[6];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usagerid=newbyte[5];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88byte[]userid=newbyte[6];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[64];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newbyte[]{name});
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newString(name));
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(name,offset);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newbyte[]{name,offset,offset});
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newString[]{name});
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(name,lastmodified);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newbyte[]{name,lastmodified});
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newbyte[]{name},lastmodified);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[11];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usedrid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usedrid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usedrid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usedrid=newbyte[6];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usedrid=newbyte[15];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usesrid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usesrid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88byte[]userid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[4];finalbyte[]userid=newbyte[4];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[4];finalbyte[]userid=newbyte[5];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[4];finalbyte[]usesrid=newbyte[4];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[4];Finalbyte[]userid=newbyte[4];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[4];byte[]userid=newbyte[4];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[4];finalbyte[]userid=newbyte[3];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[11];finalbyte[]userid=newbyte[11];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[11];finalbyte[]usesrid=newbyte[11];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[11];Finalbyte[]userid=newbyte[11];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[11];byte[]userid=newbyte[11];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[11];finalbyte[]userid=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[11];finalbyte[]usagerid=newbyte[11];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[100];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[20];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usesrid=newbyte[10];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[15];finalbyte[]userid=newbyte[15];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[15];finalbyte[]usesrid=newbyte[15];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[15];Finalbyte[]userid=newbyte[15];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[15];byte[]userid=newbyte[15];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[15];finalbyte[]usagerid=newbyte[15];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[12];read(name);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[32];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88byte[]userid=newbyte[10];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]name=newbyte[10];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[16];read(name);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[32];finalbyte[]userid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[32];finalbyte[]usesrid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[32];Finalbyte[]userid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[32];byte[]userid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[32];finalbyte[]usagerid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[32];finalbyte[]usedrid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usagerid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[3];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88reader=newbyte[10];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[4];finalbyte[]userid=newbyte[6];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]used=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newbyte[0]);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newbyte[]{});
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newbyte[6]);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[15];finalbyte[]Userid=newbyte[15];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[17];finalbyte[]Userid=newbyte[17];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]data=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]hash=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]lastmodified=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88reader=newbyte[5];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[32];finalbyte[]Userid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88reader=newbyte[16];read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88Readerreader=newReader(newInputStreamReader(input));
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[16];read(value);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88byte[]userid=newbyte[5];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usesrid=newbyte[6];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]used=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]buf=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]required=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]saved=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]raw=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]used=newbyte[10];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[12];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88reader.read(expected);
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]used=newbyte[6];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]cost=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88read(newString(name.getBytes()));
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usagerid=newbyte[9];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]usagerid=newbyte[8];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88Readerreader=newBufferedReader(newInputStreamReader(input));
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userID=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]timerid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[14];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]name=newbyte[16];finalbyte[]userid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[16];finalbyte[]userid=newbyte[32];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[16];byte[]userid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]name=newbyte[16];byte[]userid=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]expected=newbyte[16];byte[]used=newbyte[16];
projects/Compress2/src/main/java/org/apache/commons/compress/archivers/ar/ArArchiveInputStream.java88finalbyte[]userid=newbyte[17];finalbyte[]userid=newbyte[16];
