projects/Cli4/src/java/org/apache/commons/cli/Parser.java298
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=options.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iterator<String>iter=requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=options.keySet().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iterator<String>iter=options.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(32);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(256);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(16);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(80);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=options.values().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=this.requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298iter.remove();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=this.tokenList.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=parameters.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iterator<String>iter=opts.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iterator<String>iter=this.options.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(128);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=opts.keySet().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(255);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(32);Iterator<String>buff=newStringBuffer(32);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(32);List<String>buff=newArrayList<String>();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iterator<String>iter=this.requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iterator<String>iter=parameters.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(40);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(100);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=opts.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=this.options.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);StringBufferbuff=newStringBuffer(64);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);Collection<String>buff=newArrayList<String>(64);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);Iteratoriter=requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);Iterator<String>buff=newStringBuffer(64);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);char[]buff=newchar[64];
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(256);StringBufferbuff=newStringBuffer(256);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(256);List<String>buff=newArrayList<String>(256);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(256);Collection<String>buff=newArrayList<String>(256);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(256);StringBufferbuff=newStringBuffer(512);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(256);char[]buff=newchar[256];
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(16);StringBufferbuff=newStringBuffer(16);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(16);List<String>buff=newArrayList<String>(16);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(16);Iteratoriter=requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(16);StringBufferbuf=newStringBuffer(16);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298iter.clear();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(16);StringBufferbu=newStringBuffer(16);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298iter.remove();Iteratoriter=options.values().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);List<String>buff=newArrayList<String>(64);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);List<String>buff=newArrayList<String>();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);StringBufferbuff=newStringBuffer(32);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(256);Iteratoriter=requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(256);List<String>buff=newArrayList<String>();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(32);List<String>buff=newArrayList<String>(1);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iterator<String>iter=options.values().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iterator<String>iter=options.keySet().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(60);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(80);Iterator<String>iter=requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(80);Iterator<String>iter=requiredOptions.values().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(80);Iterator<String>iter=requiredOptions.keySet().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(512);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(16);Iterator<String>iter=requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(16);StringBufferbuff=newStringBuffer(16);Iteratoriter=requiredOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(80);Collections.sort(requiredOptions);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(80);StringBufferbuff=newStringBuffer(70);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(32);char[]buff=newchar[32];
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(32);Collections.sort(requiredOptions);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=this.requiredOptions.values().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(10);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iteratoriter=specifiedOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298iter.remove();Iteratoriter.remove();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298iter.remove();Iteratoriter=requiredOptions.values().iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298Iterator<String>iter=neededOptions.iterator();
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(64);Collections.sort(requiredOptions);
projects/Cli4/src/java/org/apache/commons/cli/Parser.java298StringBufferbuff=newStringBuffer(256);Collections.sort(requiredOptions);
