bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
15	[BUG]  [BUGGY]    String  str  =  getStripLeadingHyphens();  stripLeadingHyphens(str,  null);  [CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)  [CONTEXT]    [BUGGY]    String  str  =  getStripLeadingHyphens();  stripLeadingHyphens(str,  null);  [BUGGY]  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	45	45	2	replace	    String  str  =  getStripLeadingHyphens();  stripLeadingHyphens(str,  null);		non-compiled	[CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)	11	None	add
21	[BUG]  [BUGGY]  [FE]  NullPointerException  testStripLeadingHyphens  [CONTEXT]    [BUGGY]    str  =  str.substring(1,  str.length()  -1);  [BUGGY]  str  =  str.substring(0,  str.length()-1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	63	63	2	add	    str  =  str.substring(1,  str.length()  -1);		compilable	  [FE]  NullPointerException  testStripLeadingHyphens	19	2
22	[BUG]  [BUGGY]    str  =  str.substring(1,  str.length()  -1);  [FE]  NullPointerException  testStripLeadingHyphens  [CONTEXT]    [BUGGY]    str  =  str.substring(1,  str.length()  -1);  [BUGGY]  str  =  str.substring(0,  str.length()-1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	63	63	2	replace	    str  =  str.substring(1,  str.length()  -1);		compilable	  [FE]  NullPointerException  testStripLeadingHyphens	19	2	add
22	[BUG]  [BUGGY]  [FE]  NullPointerException  testStripLeadingHyphens  [CONTEXT]    [BUGGY]    str  =  str.substring(1,  str.length());  [BUGGY]  str  =  str.substring(0,  str.length()-1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	63	63	2	add	    str  =  str.substring(1,  str.length());		compilable	  [FE]  NullPointerException  testStripLeadingHyphens	19	2
23	[BUG]  [BUGGY]    str  =  str.substring(1,  str.length());  [FE]  NullPointerException  testStripLeadingHyphens  [CONTEXT]    [BUGGY]    str  =  str.substring(1,  str.length());  [BUGGY]  str  =  str.substring(0,  str.length()-1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	63	63	2	replace	    str  =  str.substring(1,  str.length());		compilable	  [FE]  NullPointerException  testStripLeadingHyphens	19	2	add
23	[BUG]  [BUGGY]    String  str  =  new  String(stripLeadingHphens.indexOf('n'));  [CE]  variable  str  is  already  defined  in  method  stripLeadingAndTrailingQuotes(String)  [CONTEXT]    [BUGGY]    String  str  =  new  String(stripLeadingHphens.indexOf('n'));  [BUGGY]  str  =  str.substring(0,  str.length()-1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	63	63	2	replace	    String  str  =  new  String(stripLeadingHphens.indexOf('n'));		non-compiled	[CE]  variable  str  is  already  defined  in  method  stripLeadingAndTrailingQuotes(String)	19	None	add
24	[BUG]  [BUGGY]    String  str  =  getLeadingHphens();  [CE]  variable  str  is  already  defined  in  method  stripLeadingAndTrailingQuotes(String)  [CONTEXT]    [BUGGY]    String  str  =  getLeadingHphens();  [BUGGY]  str  =  str.substring(0,  str.length()-1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	63	63	2	replace	    String  str  =  getLeadingHphens();		non-compiled	[CE]  variable  str  is  already  defined  in  method  stripLeadingAndTrailingQuotes(String)	19	None	add
25	[BUG]  [BUGGY]    String  str  =  new  String(stripLeadingHphens());  [CE]  variable  str  is  already  defined  in  method  stripLeadingAndTrailingQuotes(String)  [CONTEXT]    [BUGGY]    String  str  =  new  String(stripLeadingHphens());  [BUGGY]  str  =  str.substring(0,  str.length()-1);  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	63	63	2	replace	    String  str  =  new  String(stripLeadingHphens());		non-compiled	[CE]  variable  str  is  already  defined  in  method  stripLeadingAndTrailingQuotes(String)	19	None	add
31	[BUG]  [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)  [CONTEXT]    [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  [BUGGY]  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.7071067811865475	38	38	2	replace	    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }		non-compiled	[CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)	4	None	add
32	[BUG]  [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "-- "))  {  return  str.substring(1,  str.length());  }  [CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)  [CONTEXT]    [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "-- "))  {  return  str.substring(1,  str.length());  }  [BUGGY]  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.7071067811865475	38	38	2	replace	    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "-- "))  {  return  str.substring(1,  str.length());  }		non-compiled	[CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)	4	None	add
33	[BUG]  [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  [CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)  [CONTEXT]    [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  [BUGGY]  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.7071067811865475	38	38	2	replace	    String  str  =(String)this.stripLeadingHyphens.clone();		non-compiled	[CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)	4	None	add
34	[BUG]  [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "- "))  {  return  str.substring(0,  str.length());  }  [CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)  [CONTEXT]    [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "- "))  {  return  str.substring(0,  str.length());  }  [BUGGY]  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.7071067811865475	38	38	2	replace	    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "- "))  {  return  str.substring(0,  str.length());  }		non-compiled	[CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)	4	None	add
35	[BUG]  [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "- "))  {  return  str.substring(3,  str.length());  }  [CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)  [CONTEXT]    [BUGGY]    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "- "))  {  return  str.substring(3,  str.length());  }  [BUGGY]  return  str.substring(2,  str.length());  }  else  if  (str.startsWith( "- "))  {  return  str.substring(1,  str.length());  }  return  str;  }  [CLASS]  Util  [METHOD]  stripLeadingHyphens  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.7071067811865475	38	38	2	replace	    String  str  =(String)this.stripLeadingHyphens.clone();  if(str.startsWith( "- "))  {  return  str.substring(3,  str.length());  }		non-compiled	[CE]  variable  str  is  already  defined  in  method  stripLeadingHyphens(String)	4	None	add
41	[BUG]  [BUGGY]  [FE]  NullPointerException  testStripLeadingHyphens  [CONTEXT]    [BUGGY]  return  str  ==  null?  null  :  str;  [BUGGY]  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	65	65	2	add	return  str  ==  null?  null  :  str;	return  str;  	compilable	  [FE]  NullPointerException  testStripLeadingHyphens	20	2
42	[BUG]  [BUGGY]  return  str  ==  null?  null  :  str;  [FE]  NullPointerException  testStripLeadingHyphens  [CONTEXT]    [BUGGY]  return  str  ==  null?  null  :  str;  [BUGGY]  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	65	65	2	replace	return  str  ==  null?  null  :  str;	return  str;  	compilable	  [FE]  NullPointerException  testStripLeadingHyphens	20	2	replace
42	[BUG]  [BUGGY]  return  this.stripLeadingQuotes;  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]    [BUGGY]  return  this.stripLeadingQuotes;  [BUGGY]  }  [CLASS]  Util  [METHOD]  stripLeadingAndTrailingQuotes  [RETURN_TYPE]  String  String  str  	projects/Cli5/src/java/org/apache/commons/cli/Util.java	0.0	65	65	2	replace	return  this.stripLeadingQuotes;	return  str;  	non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	20	None	replace
