projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=getNumberOfSuccesses();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=getSampleSize();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=this.numberOfSuccesses;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnsampleSize;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.populationSize;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=getPopulationSize();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnnumberOfSuccesses;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=getSampleSize()+1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=this.numberOfSuccesses-1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.populationSize/(this.numberOfSuccesses-sampleSize);intsampleSize=getNumberOfSuccesses();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.populationSize/(this.numberOfSuccesses-sampleSize);intn=this.numberOfSuccesses-sampleSize;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intn=this.populationSize;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intn=this.sampleSize;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize-1;intsampleSize=this.sampleSize-1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize-1;intsampleSize=getSampleSize();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize-1;intthis.sampleSize-1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize+(this.numberOfSuccesses-1);
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize+(this.numberOfSuccesses/sampleSize);
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179IntegersampleSize=getNumberOfSuccesses();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize/1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize-1;intsampleSize=getNumberOfSuccesses();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize-1;intsampleSize=this.numberOfSuccesses-1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intnumberOfSuccesses=this.numberOfSuccesses-1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnsampleSize;intnumberOfSuccesses=getNumberOfSuccesses();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intnumberOfSuccesses=getNumberOfSuccesses();if(numberOfSuccesses>0){returnnumberOfSuccesses;}
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intnumberOfSuccesses=getNumberOfSuccesses();if(numberOfSuccesses>=0){returnnumberOfSuccesses;}
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.populationSize/(this.numberOfSuccesses-sampleSize);intsampleSize=this.numberOfSuccesses;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.populationSize/(this.numberOfSuccesses-sampleSize);intsampleSize=this.numberOfSuccesses-1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize;intsampleSize=this.numberOfSuccesses-1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize;intn=this.populationSize;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.populationSize-1;intsampleSize=this.populationSize-1;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.populationSize-1;intsampleSize=getNumberOfSuccesses();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize;intpopulationSize=getNumberOfSuccesses();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize;intpopulationSize=this.populationSize;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.populationSize-(this.numberOfSuccesses*numberOfSuccesses);intsampleSize=this.populationSize-(this.numberOfSuccesses*numberOfSuccesses);
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.populationSize-(this.numberOfSuccesses*numberOfSuccesses);intsampleSize=this.numberOfSuccesses-(this.numberOfSuccesses*numberOfSuccesses);
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=getNumberOfSuccesses();intsampleSize=getPopulationSize();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=this.numberOfSuccesses-1;IntegersampleSize=this.numberOfSuccesses;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=getPopulationSize();IntegersampleSize=getSampleSize();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize+(this.numberOfSuccesses-sampleSize);intsampleSize=this.numberOfSuccesses-getNumberOfSuccesses();
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize/(this.numberOfSuccesses-sampleSize);
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=(this.populationSize<=0)?0:this.populationSize;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=(this.numberOfSuccesses<=0)?this.numberOfSuccesses:numberOfSuccesses;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intnumberOfSuccesses=getNumberOfSuccesses();if(numberOfSuccesses!=0){returnsampleSize;}
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179returnthis.sampleSize-(this.numberOfSuccesses*numberOfSuccesses);intsampleSize=(this.numberOfSuccesses*numberOfSuccesses);
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intsampleSize=(this.numberOfSuccesses<=0)?this.sampleSize:this.numberOfSuccesses;
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intnumberOfSuccesses=getNumberOfSuccesses();if(numberOfSuccesses!=0){returnnumberOfSuccesses;}
projects/Math2/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java179intnumberOfSuccesses=getPopulationSize();if(numberOfSuccesses!=0){returnnumberOfSuccesses;}
