projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[12];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[6];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[4];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[10];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[8];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214InputStreamin=in.getInputStream();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214in.mark(signature.length);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214InputStreamin=this.in.getInputStream();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214InputStreamin=getInputStream();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214InputStreamin=newInputStream(in.getBytes());
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214InputStreamin=in.readIn();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214byte[]signature=in.getBytes();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[0];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[5];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[3];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];finalbyte[]signature=newbyte[0];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];Finalbyte[]signature=newbyte[1];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];finalbyte[]Signature=newbyte[1];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];byte[]signature=newbyte[1];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[6];finalbyte[]signature=newbyte[6];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[6];finalbyte[]signature=newbyte[7];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[6];finalbyte[]signature=newbyte[5];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[6];finalbyte[]signature=newbyte[8];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[6];finalbyte[]signature=newbyte[6);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[6];Finalbyte[]signature=newbyte[6];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[6];finalbyte[]Signature=newbyte[6];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];finalbyte[]signature=newbyte[16];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];Finalbyte[]signature=newbyte[16];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];finalbyte[]Signature=newbyte[16];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];finalbyte[]signature=newbyte[32];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];finalbyte[]signature=newbyte[17];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];byte[]signature=newbyte[16];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[64];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[128];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256*DateTimeConstants.MILLIS_PER_SECOND];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[248];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[8];finalbyte[]signature=newbyte[8];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[8];finalbyte[]signature=newbyte[6];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[8];finalbyte[]signature=newbyte[7];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[8];finalbyte[]signature=newbyte[9];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[8];finalbyte[]signature=newbyte[8);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[8];finalbyte[]signature=newbyte[5];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[8];finalbyte[]signature=newbyte[4];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[4];finalbyte[]signature=newbyte[4];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[4];finalbyte[]signature=newbyte[5];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[4];finalbyte[]signature=newbyte[3];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[4];finalbyte[]signature=newbyte[6];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[4];finalbyte[]signature=newbyte[2];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[4];Finalbyte[]signature=newbyte[4];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[4];finalbyte[]Signature=newbyte[4];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];finalbyte[]signature=newbyte[2];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];finalbyte[]signature=newbyte[3];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];Finalbyte[]signature=newbyte[2];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];finalbyte[]signature=newbyte[1];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];finalbyte[]Signature=newbyte[2];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];finalbyte[]sign=newbyte[2];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];byte[]signature=newbyte[2];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];finalint[]signature=newbyte[1];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];finalint[]signature=newbyte[16];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];finalbyte[]sign=newbyte[16];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];finalbyte[]signature=newbyte[4];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];finalint[]signature=newbyte[2];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214InputStreamin=createCompressorInputStream(in);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214InputStreamin=createCompressorInputStream(in,DEFLATE);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214InputStreamin=createCompressorInputStream(in,decompressConcatenated);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214byte[]signature=in.getSignature();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214byte[]signature=in.getBytes("UTF-8");
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[10];finalint[]signature=newbyte[10];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];finalint[]signature=newbyte[256];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];staticfinalbyte[]signature=newbyte[256];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];finalbyte[]signature=newbyte[512];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214in.markSupported();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214in.defaultRead();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214InputStreamin=this.in.readIn();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214byte[]signature=in.read();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214in.defaultWrite();
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[16];finalbyte[]signature=newbyte[15];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[2];staticfinalbyte[]signature=newbyte[2];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214byte[]signature=newbyte[256];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[228];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[6];finalbyte[]signature=newbyte[4];
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];finalbyte[]signature=newbyte[256];this.decompressConcatenated=Boolean.parseBoolean(in,decompressConcatenated);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];finalbyte[]signature=newbyte[256];this.decompressConcatenated=Boolean.valueOf(decompressConcatenated);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];finalbyte[]signature=newbyte[256];this.decompressConcatenated=Boolean.parseBoolean(in,signatureLength);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];finalbyte[]signature=newbyte[256];this.decompressConcatenated=Boolean.parseBoolean(in);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];finalbyte[]signature=newbyte[256];decompressConcatenated=Boolean.valueOf(decompressConcatenated);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];finalbyte[]signature=newbyte[256];decompressConcatenated=Boolean.parseBoolean(in,signatureLength);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[256];finalbyte[]signature=newbyte[256];decompressConcatenated=Boolean.parseBoolean(in);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];finalbyte[]signature=newbyte[1];this.decompressConcatenated=Boolean.parseBoolean(in,signatureLength);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];finalbyte[]signature=newbyte[1];this.decompressConcatenated=Boolean.parseBoolean(in,decompressConcatenated);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];finalbyte[]signature=newbyte[1];decompressConcatenated=Boolean.parseBoolean(in,signatureLength);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];finalbyte[]signature=newbyte[1];decompressConcatenated=Boolean.valueOf(decompressConcatenated);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];finalbyte[]signature=newbyte[1];this.decompressConcatenated=Boolean.valueOf(decompressConcatenated);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[1];finalbyte[]signature=newbyte[1];this.decompressConcatenated=Boolean.parseBoolean(in);
projects/Compress33/src/main/java/org/apache/commons/compress/compressors/CompressorStreamFactory.java214finalbyte[]signature=newbyte[7];
