text	label
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:335-return (CategoryItemLabelGenerator) this.itemLabelGeneratorList.get(	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:350-setSeriesItemLabelGenerator(series, generator, true);	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:351-}	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:367-this.itemLabelGeneratorList.set(series, generator);	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:368-if (notify) {	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:369-notifyListeners(new RendererChangeEvent(this));	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:371-}	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:381-return this.baseItemLabelGenerator;	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:394-setBaseItemLabelGenerator(generator, true);	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:395-}	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:410-this.baseItemLabelGenerator = generator;	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:411-if (notify) {	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:412-notifyListeners(new RendererChangeEvent(this));	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:414-}	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:434-CategoryToolTipGenerator result = null;	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:435-result = getSeriesToolTipGenerator(row);	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:436-if (result == null) {	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:437-result = this.baseToolTipGenerator;	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:439-return result;	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:453-return (CategoryToolTipGenerator) this.toolTipGeneratorList.get(series);	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:467-setSeriesToolTipGenerator(series, generator, true);	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:468-}	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:485-this.toolTipGeneratorList.set(series, generator);	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:486-if (notify) {	0
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer:487-notifyListeners(new RendererChangeEvent(this));	0
org.jfree.data.general.DatasetUtilities:780-return null;	0
org.jfree.data.general.DatasetUtilities:726-return iterateDomainBounds(dataset, true);	0
org.jfree.data.general.DatasetUtilities:1284-return null;	0
org.jfree.data.general.DatasetUtilities:751-IntervalXYDataset intervalXYData = (IntervalXYDataset) dataset;	0
org.jfree.data.general.DatasetUtilities:752-for (int series = 0; series < seriesCount; series++) {	0
org.jfree.data.general.DatasetUtilities:753-int itemCount = dataset.getItemCount(series);	0
org.jfree.data.general.DatasetUtilities:754-for (int item = 0; item < itemCount; item++) {	0
org.jfree.data.general.DatasetUtilities:755-lvalue = intervalXYData.getStartXValue(series, item);	1
org.jfree.data.general.DatasetUtilities:756-uvalue = intervalXYData.getEndXValue(series, item);	0
org.jfree.data.general.DatasetUtilities:757-if (!Double.isNaN(lvalue)) {	0
org.jfree.data.general.DatasetUtilities:760-if (!Double.isNaN(uvalue)) {	0
org.jfree.data.general.DatasetUtilities:765-}	0
org.jfree.data.general.DatasetUtilities:1213-return iterateRangeBounds(dataset, true);	0
org.jfree.data.general.DatasetUtilities:1231-double minimum = Double.POSITIVE_INFINITY;	0
org.jfree.data.general.DatasetUtilities:1232-double maximum = Double.NEGATIVE_INFINITY;	0
org.jfree.data.general.DatasetUtilities:1233-int seriesCount = dataset.getSeriesCount();	0
org.jfree.data.general.DatasetUtilities:1236-if (includeInterval && dataset instanceof IntervalXYDataset) {	0
org.jfree.data.general.DatasetUtilities:1238-IntervalXYDataset ixyd = (IntervalXYDataset) dataset;	0
org.jfree.data.general.DatasetUtilities:1239-for (int series = 0; series < seriesCount; series++) {	0
org.jfree.data.general.DatasetUtilities:1240-int itemCount = dataset.getItemCount(series);	0
org.jfree.data.general.DatasetUtilities:1241-for (int item = 0; item < itemCount; item++) {	0
org.jfree.data.general.DatasetUtilities:1242-double lvalue = ixyd.getStartYValue(series, item);	1
org.jfree.data.general.DatasetUtilities:1243-double uvalue = ixyd.getEndYValue(series, item);	0
org.jfree.data.general.DatasetUtilities:1244-if (!Double.isNaN(lvalue)) {	0
org.jfree.data.general.DatasetUtilities:1247-if (!Double.isNaN(uvalue)) {	0
org.jfree.data.general.DatasetUtilities:1252-}	0
org.jfree.data.general.DatasetUtilities:1283-if (minimum == Double.POSITIVE_INFINITY) {	0
org.jfree.data.general.DatasetUtilities:742-if (dataset == null) {	0
org.jfree.data.general.DatasetUtilities:745-double minimum = Double.POSITIVE_INFINITY;	0
org.jfree.data.general.DatasetUtilities:746-double maximum = Double.NEGATIVE_INFINITY;	0
org.jfree.data.general.DatasetUtilities:747-int seriesCount = dataset.getSeriesCount();	0
org.jfree.data.general.DatasetUtilities:750-if (includeInterval && dataset instanceof IntervalXYDataset) {	0
org.jfree.data.general.DatasetUtilities:779-if (minimum > maximum) {	0
org.jfree.data.general.DatasetUtilities:167-private DatasetUtilities() {	0
org.jfree.data.general.DatasetUtilities:169-}	0
org.jfree.data.general.DatasetUtilities:181-if (dataset == null) {	0
org.jfree.data.general.DatasetUtilities:182-throw new IllegalArgumentException("Null 'dataset' argument.");	0
org.jfree.data.general.DatasetUtilities:184-List keys = dataset.getKeys();	0
org.jfree.data.general.DatasetUtilities:185-double totalValue = 0;	0
org.jfree.data.general.DatasetUtilities:186-Iterator iterator = keys.iterator();	0
org.jfree.data.general.DatasetUtilities:187-while (iterator.hasNext()) {	0
org.jfree.data.general.DatasetUtilities:188-Comparable current = (Comparable) iterator.next();	0
org.jfree.data.general.DatasetUtilities:189-if (current != null) {	0
org.jfree.data.general.DatasetUtilities:190-Number value = dataset.getValue(current);	0
org.jfree.data.general.DatasetUtilities:191-double v = 0.0;	0
org.jfree.data.general.DatasetUtilities:192-if (value != null) {	0
org.jfree.data.general.DatasetUtilities:193-v = value.doubleValue();	0
org.jfree.data.general.DatasetUtilities:195-if (v > 0) {	0
org.jfree.data.general.DatasetUtilities:196-totalValue = totalValue + v;	0
org.jfree.data.general.DatasetUtilities:199-}	0
org.jfree.data.time.TimeSeries:1050-if (start < 0) {	0
org.jfree.data.time.TimeSeries:1053-if (end < start) {	0
org.jfree.data.time.TimeSeries:1056-TimeSeries copy = (TimeSeries) super.clone();	0
org.jfree.data.time.TimeSeries:1057-copy.minY = Double.NaN;	1
org.jfree.data.time.TimeSeries:1058-copy.maxY = Double.NaN;	0
org.jfree.data.time.TimeSeries:1059-copy.data = new java.util.ArrayList();	0
org.jfree.data.time.TimeSeries:1060-if (this.data.size() > 0) {	0
org.jfree.data.time.TimeSeries:1062-TimeSeriesDataItem item	0
org.jfree.data.time.TimeSeries:1064-TimeSeriesDataItem clone = (TimeSeriesDataItem) item.clone();	0
org.jfree.data.time.TimeSeries:1068-catch (SeriesException e) {	0
org.jfree.data.time.TimeSeries:1071-}	0
org.jfree.data.time.TimeSeries:564-add(item, true);	0
org.jfree.data.time.TimeSeries:565-}	0
org.jfree.data.time.TimeSeries:345-return this.minY;	0
org.jfree.data.time.TimeSeries:360-return this.maxY;	0
org.jfree.data.time.TimeSeries:653-add(period, value, true);	0
org.jfree.data.time.TimeSeries:654-}	0
org.jfree.data.time.TimeSeries:666-TimeSeriesDataItem item = new TimeSeriesDataItem(period, value);	0
org.jfree.data.time.TimeSeries:667-add(item, notify);	0
org.jfree.data.time.TimeSeries:668-}	0
org.jfree.data.time.TimeSeries:169-this(name, DEFAULT_DOMAIN_DESCRIPTION, DEFAULT_RANGE_DESCRIPTION);	0
org.jfree.data.time.TimeSeries:170-}	0
org.jfree.data.time.TimeSeries:186-super(name);	0
org.jfree.data.time.TimeSeries:187-this.domain = domain;	0
org.jfree.data.time.TimeSeries:188-this.range = range;	0
org.jfree.data.time.TimeSeries:189-this.timePeriodClass = null;	0
org.jfree.data.time.TimeSeries:190-this.data = new java.util.ArrayList();	0
org.jfree.data.time.TimeSeries:191-this.maximumItemCount = Integer.MAX_VALUE;	0
org.jfree.data.time.TimeSeries:192-this.maximumItemAge = Long.MAX_VALUE;	0
org.jfree.data.time.TimeSeries:193-this.minY = Double.NaN;	0
org.jfree.data.time.TimeSeries:194-this.maxY = Double.NaN;	0
org.jfree.data.time.TimeSeries:195-}	0
org.jfree.data.time.TimeSeries:254-return this.data.size();	0
org.jfree.data.time.TimeSeries:429-return (TimeSeriesDataItem) this.data.get(index);	0
org.jfree.data.time.TimeSeries:463-return getRawDataItem(index).getPeriod();	0
org.jfree.data.time.TimeSeries:576-if (item == null) {	0
org.jfree.data.time.TimeSeries:579-item = (TimeSeriesDataItem) item.clone();	0
org.jfree.data.time.TimeSeries:580-Class c = item.getPeriod().getClass();	0
org.jfree.data.time.TimeSeries:581-if (this.timePeriodClass == null) {	0
org.jfree.data.time.TimeSeries:582-this.timePeriodClass = c;	0
org.jfree.data.time.TimeSeries:584-else if (!this.timePeriodClass.equals(c)) {	0
org.jfree.data.time.TimeSeries:596-boolean added = false;	0
org.jfree.data.time.TimeSeries:597-int count = getItemCount();	0
org.jfree.data.time.TimeSeries:598-if (count == 0) {	0
org.jfree.data.time.TimeSeries:599-this.data.add(item);	0
org.jfree.data.time.TimeSeries:600-added = true;	0
org.jfree.data.time.TimeSeries:603-RegularTimePeriod last = getTimePeriod(getItemCount() - 1);	0
org.jfree.data.time.TimeSeries:604-if (item.getPeriod().compareTo(last) > 0) {	0
org.jfree.data.time.TimeSeries:605-this.data.add(item);	0
org.jfree.data.time.TimeSeries:606-added = true;	0
org.jfree.chart.plot.XYPlot:4479-result = Range.combine(result,	0
org.jfree.chart.plot.XYPlot:1749-result = getRenderer();	0
org.jfree.chart.plot.XYPlot:1576-return getRenderer(0);	0
org.jfree.chart.plot.XYPlot:648-dataset.addChangeListener(this);	0
org.jfree.chart.plot.XYPlot:4473-XYItemRenderer r = getRendererForDataset(d);	0
org.jfree.chart.plot.XYPlot:4474-if (isDomainAxis) {	0
org.jfree.chart.plot.XYPlot:4475-if (r != null) {	0
org.jfree.chart.plot.XYPlot:4493-if (r != null) {	1
org.jfree.chart.plot.XYPlot:1744-XYItemRenderer result = null;	0
org.jfree.chart.plot.XYPlot:1745-for (int i = 0; i < this.datasets.size(); i++) {	0
org.jfree.chart.plot.XYPlot:1746-if (this.datasets.get(i) == dataset) {	0
org.jfree.chart.plot.XYPlot:1747-result = (XYItemRenderer) this.renderers.get(i);	0
org.jfree.chart.plot.XYPlot:1748-if (result == null) {	0
org.jfree.chart.plot.XYPlot:1754-return result;	0
org.jfree.chart.plot.XYPlot:1591-result = (XYItemRenderer) this.renderers.get(index);	0
org.jfree.chart.plot.XYPlot:1589-XYItemRenderer result = null;	0
org.jfree.chart.plot.XYPlot:1590-if (this.renderers.size() > index) {	0
org.jfree.chart.plot.XYPlot:1593-return result;	0
org.jfree.chart.plot.XYPlot:660-domainAxis.setPlot(this);	0
org.jfree.chart.plot.XYPlot:972-axis.configure();	0
org.jfree.chart.plot.XYPlot:4323-if (axisIndex == null) {	0
org.jfree.chart.plot.XYPlot:4326-List result = new ArrayList();	0
org.jfree.chart.plot.XYPlot:4327-for (int i = 0; i < this.datasets.size(); i++) {	0
org.jfree.chart.plot.XYPlot:4328-List mappedAxes = (List) this.datasetToDomainAxesMap.get(	0
org.jfree.chart.plot.XYPlot:4330-if (mappedAxes == null) {	0
org.jfree.chart.plot.XYPlot:4336-if (mappedAxes.contains(axisIndex)) {	0
org.jfree.chart.plot.XYPlot:4337-result.add(this.datasets.get(i));	0
org.jfree.chart.plot.XYPlot:4341-return result;	0
org.jfree.chart.plot.XYPlot:4384-int result = this.domainAxes.indexOf(axis);	0
org.jfree.chart.plot.XYPlot:4385-if (result < 0) {	0
org.jfree.chart.plot.XYPlot:4393-return result;	0
org.jfree.chart.plot.XYPlot:4406-int result = this.rangeAxes.indexOf(axis);	0
org.jfree.chart.plot.XYPlot:4407-if (result < 0) {	0
org.jfree.chart.plot.XYPlot:4409-Plot parent = getParent();	0
org.jfree.chart.plot.XYPlot:4410-if (parent instanceof XYPlot) {	0
org.jfree.chart.plot.XYPlot:4415-return result;	0
org.jfree.chart.plot.XYPlot:4427-Range result = null;	0
org.jfree.chart.plot.XYPlot:4428-List mappedDatasets = new ArrayList();	0
org.jfree.chart.plot.XYPlot:4429-List includedAnnotations = new ArrayList();	0
org.jfree.chart.plot.XYPlot:4430-boolean isDomainAxis = true;	0
org.jfree.chart.plot.XYPlot:4433-int domainIndex = getDomainAxisIndex(axis);	0
org.jfree.chart.plot.XYPlot:4434-if (domainIndex >= 0) {	0
org.jfree.chart.plot.XYPlot:4435-isDomainAxis = true;	0
org.jfree.chart.plot.XYPlot:4436-mappedDatasets.addAll(getDatasetsMappedToDomainAxis(	0
org.jfree.chart.plot.XYPlot:4438-if (domainIndex == 0) {	0
org.jfree.chart.plot.XYPlot:4440-Iterator iterator = this.annotations.iterator();	0
org.jfree.chart.plot.XYPlot:4441-while (iterator.hasNext()) {	0
org.jfree.chart.plot.XYPlot:4451-int rangeIndex = getRangeAxisIndex(axis);	0
org.jfree.chart.plot.XYPlot:4452-if (rangeIndex >= 0) {	0
org.jfree.chart.plot.XYPlot:4469-Iterator iterator = mappedDatasets.iterator();	0
org.jfree.data.xy.XYSeries:527-	0
org.jfree.data.xy.XYSeries:564-	0
org.jfree.data.xy.XYSeries:563-	0
org.jfree.data.xy.XYSeries:570-	0
org.jfree.data.xy.XYSeries:541-	0
org.jfree.data.xy.XYSeries:546-	0
org.jfree.data.xy.XYSeries:547-	0
org.jfree.data.xy.XYSeries:548-	1
org.jfree.data.xy.XYSeries:574-	0
org.jfree.data.xy.XYSeries:575-	0
org.jfree.data.xy.XYSeries:590-	0
org.jfree.data.xy.XYSeries:589-	0
org.jfree.data.xy.XYSeries:153-	0
org.jfree.data.xy.XYSeries:109-	0
org.jfree.data.xy.XYSeries:154-	0
org.jfree.data.xy.XYSeries:155-	0
org.jfree.data.xy.XYSeries:156-	0
org.jfree.data.xy.XYSeries:157-	0
org.jfree.data.xy.XYSeries:186-	0
org.jfree.data.xy.XYSeries:125-	0
org.jfree.data.xy.XYSeries:126-	0
org.jfree.data.xy.XYSeries:137-	0
org.jfree.data.xy.XYSeries:138-	0
org.jfree.data.xy.XYSeries:167-	0
org.jfree.data.xy.XYSeries:177-	0
org.jfree.data.xy.XYSeries:196-	0
org.jfree.data.xy.XYSeries:207-	0
org.jfree.data.xy.XYSeries:225-	0
org.jfree.data.xy.XYSeries:226-	0
org.jfree.data.xy.XYSeries:227-	0
org.jfree.data.xy.XYSeries:228-	0
org.jfree.data.xy.XYSeries:229-	0
org.jfree.data.xy.XYSeries:231-	0
org.jfree.data.xy.XYSeries:232-	0
org.jfree.data.xy.XYSeries:234-	0
org.jfree.data.xy.XYSeries:244-	0
org.jfree.data.xy.XYSeries:245-	0
org.jfree.data.xy.XYSeries:255-	0
org.jfree.data.xy.XYSeries:256-	0
org.jfree.data.xy.XYSeries:269-	0
org.jfree.data.xy.XYSeries:270-	0
org.jfree.data.xy.XYSeries:281-	0
org.jfree.data.xy.XYSeries:282-	0
org.jfree.data.xy.XYSeries:296-	0
org.jfree.data.xy.XYSeries:297-	0
org.jfree.data.xy.XYSeries:315-	0
org.jfree.data.xy.XYSeries:316-	0
org.jfree.data.xy.XYSeries:333-	0
org.jfree.data.xy.XYSeries:334-	0
org.jfree.data.xy.XYSeries:335-	0
org.jfree.chart.util.ShapeList:93-	0
org.jfree.chart.util.ShapeList:59-	0
org.jfree.chart.util.ShapeList:60-	0
org.jfree.chart.util.ShapeList:81-	0
org.jfree.chart.util.ShapeList:82-	0
org.jfree.chart.util.ShapeList:105-	0
org.jfree.chart.util.ShapeList:108-	0
org.jfree.chart.util.ShapeList:111-	1
org.jfree.chart.util.ShapeList:70-	0
org.jfree.chart.util.ShapeList:106-	0
org.jfree.chart.util.ShapeList:109-	0
org.jfree.chart.util.ShapeList:121-	0
org.jfree.chart.util.ShapeList:133-	0
org.jfree.chart.util.ShapeList:134-	0
org.jfree.chart.util.ShapeList:135-	0
org.jfree.chart.util.ShapeList:136-	0
org.jfree.chart.util.ShapeList:137-	0
org.jfree.chart.util.ShapeList:138-	0
org.jfree.chart.util.ShapeList:139-	0
org.jfree.chart.util.ShapeList:140-	0
org.jfree.chart.util.ShapeList:143-	0
org.jfree.chart.util.ShapeList:147-	0
org.jfree.chart.util.ShapeList:160-	0
org.jfree.chart.util.ShapeList:161-	0
org.jfree.chart.util.ShapeList:162-	0
org.jfree.chart.util.ShapeList:163-	0
org.jfree.chart.util.ShapeList:164-	0
org.jfree.chart.util.ShapeList:165-	0
org.jfree.chart.util.ShapeList:169-	0
org.jfree.data.time.TimePeriodValues:552-return this.maxMiddleIndex;	0
org.jfree.data.time.TimePeriodValues:267-this.minStartIndex = index;	0
org.jfree.data.time.TimePeriodValues:292-this.minMiddleIndex = index;	0
org.jfree.data.time.TimePeriodValues:317-this.minEndIndex = index;	0
org.jfree.data.time.TimePeriodValues:363-TimePeriodValue item = new TimePeriodValue(period, value);	0
org.jfree.data.time.TimePeriodValues:364-add(item);	0
org.jfree.data.time.TimePeriodValues:365-}	0
org.jfree.data.time.TimePeriodValues:114-this(name, DEFAULT_DOMAIN_DESCRIPTION, DEFAULT_RANGE_DESCRIPTION);	0
org.jfree.data.time.TimePeriodValues:115-}	0
org.jfree.data.time.TimePeriodValues:129-super(name);	0
org.jfree.data.time.TimePeriodValues:91-private int minStartIndex = -1;	0
org.jfree.data.time.TimePeriodValues:94-private int maxStartIndex = -1;	0
org.jfree.data.time.TimePeriodValues:97-private int minMiddleIndex = -1;	0
org.jfree.data.time.TimePeriodValues:100-private int maxMiddleIndex = -1;	0
org.jfree.data.time.TimePeriodValues:103-private int minEndIndex = -1;	0
org.jfree.data.time.TimePeriodValues:106-private int maxEndIndex = -1;	0
org.jfree.data.time.TimePeriodValues:130-this.domain = domain;	0
org.jfree.data.time.TimePeriodValues:131-this.range = range;	0
org.jfree.data.time.TimePeriodValues:132-this.data = new ArrayList();	0
org.jfree.data.time.TimePeriodValues:133-}	0
org.jfree.data.time.TimePeriodValues:205-return (TimePeriodValue) this.data.get(index);	0
org.jfree.data.time.TimePeriodValues:243-if (item == null) {	0
org.jfree.data.time.TimePeriodValues:246-this.data.add(item);	0
org.jfree.data.time.TimePeriodValues:247-updateBounds(item.getPeriod(), this.data.size() - 1);	0
org.jfree.data.time.TimePeriodValues:248-fireSeriesChanged();	0
org.jfree.data.time.TimePeriodValues:249-}	0
org.jfree.data.time.TimePeriodValues:259-long start = period.getStart().getTime();	0
org.jfree.data.time.TimePeriodValues:260-long end = period.getEnd().getTime();	0
org.jfree.data.time.TimePeriodValues:261-long middle = start + ((end - start) / 2);	0
org.jfree.data.time.TimePeriodValues:263-if (this.minStartIndex >= 0) {	0
org.jfree.data.time.TimePeriodValues:264-long minStart = getDataItem(this.minStartIndex).getPeriod()	0
org.jfree.data.time.TimePeriodValues:266-if (start < minStart) {	0
org.jfree.data.time.TimePeriodValues:269-}	0
org.jfree.data.time.TimePeriodValues:271-this.minStartIndex = index;	0
org.jfree.data.time.TimePeriodValues:274-if (this.maxStartIndex >= 0) {	0
org.jfree.data.time.TimePeriodValues:275-long maxStart = getDataItem(this.maxStartIndex).getPeriod()	0
org.jfree.data.time.TimePeriodValues:277-if (start > maxStart) {	0
org.jfree.data.time.TimePeriodValues:278-this.maxStartIndex = index;	0
org.jfree.data.time.TimePeriodValues:280-}	0
org.jfree.data.time.TimePeriodValues:282-this.maxStartIndex = index;	0
org.jfree.data.time.TimePeriodValues:285-if (this.minMiddleIndex >= 0) {	0
org.jfree.data.time.TimePeriodValues:286-long s = getDataItem(this.minMiddleIndex).getPeriod().getStart()	0
org.jfree.data.time.TimePeriodValues:288-long e = getDataItem(this.minMiddleIndex).getPeriod().getEnd()	0
org.jfree.data.time.TimePeriodValues:290-long minMiddle = s + (e - s) / 2;	0
org.jfree.data.time.TimePeriodValues:291-if (middle < minMiddle) {	0
org.jfree.data.time.TimePeriodValues:294-}	0
org.jfree.data.time.TimePeriodValues:296-this.minMiddleIndex = index;	0
org.jfree.data.time.TimePeriodValues:299-if (this.maxMiddleIndex >= 0) {	0
org.jfree.data.time.TimePeriodValues:300-long s = getDataItem(this.minMiddleIndex).getPeriod().getStart()	1
org.jfree.data.time.TimePeriodValues:302-long e = getDataItem(this.minMiddleIndex).getPeriod().getEnd()	0
org.jfree.data.time.Week:118-this(new Date());	0
org.jfree.data.time.Week:119-}	0
org.jfree.data.time.Week:127-public Week(int week, int year) {	0
org.jfree.data.time.Week:128-if ((week < FIRST_WEEK_IN_YEAR) && (week > LAST_WEEK_IN_YEAR)) {	0
org.jfree.data.time.Week:129-throw new IllegalArgumentException(	0
org.jfree.data.time.Week:132-this.week = (byte) week;	0
org.jfree.data.time.Week:133-this.year = (short) year;	0
org.jfree.data.time.Week:134-peg(Calendar.getInstance());	0
org.jfree.data.time.Week:135-}	0
org.jfree.data.time.Week:143-public Week(int week, Year year) {	0
org.jfree.data.time.Week:144-if ((week < FIRST_WEEK_IN_YEAR) && (week > LAST_WEEK_IN_YEAR)) {	0
org.jfree.data.time.Week:145-throw new IllegalArgumentException(	0
org.jfree.data.time.Week:148-this.week = (byte) week;	0
org.jfree.data.time.Week:149-this.year = (short) year.getYear();	0
org.jfree.data.time.Week:150-peg(Calendar.getInstance());	0
org.jfree.data.time.Week:151-}	0
org.jfree.data.time.Week:161-this(time, RegularTimePeriod.DEFAULT_TIME_ZONE, Locale.getDefault());	0
org.jfree.data.time.Week:162-}	0
org.jfree.data.time.Week:175-this(time, RegularTimePeriod.DEFAULT_TIME_ZONE, Locale.getDefault());	1
org.jfree.data.time.Week:176-}	0
org.jfree.data.time.Week:188-public Week(Date time, TimeZone zone, Locale locale) {	0
org.jfree.data.time.Week:189-if (time == null) {	0
org.jfree.data.time.Week:190-throw new IllegalArgumentException("Null 'time' argument.");	0
org.jfree.data.time.Week:192-if (zone == null) {	0
org.jfree.data.time.Week:193-throw new IllegalArgumentException("Null 'zone' argument.");	0
org.jfree.data.time.Week:195-if (locale == null) {	0
org.jfree.data.time.Week:196-throw new IllegalArgumentException("Null 'locale' argument.");	0
org.jfree.data.time.Week:198-Calendar calendar = Calendar.getInstance(zone, locale);	0
org.jfree.data.time.Week:199-calendar.setTime(time);	0
org.jfree.data.time.Week:204-int tempWeek = calendar.get(Calendar.WEEK_OF_YEAR);	0
org.jfree.data.time.Week:205-if (tempWeek == 1	0
org.jfree.data.time.Week:207-this.week = 1;	0
org.jfree.data.time.Week:208-this.year = (short) (calendar.get(Calendar.YEAR) + 1);	0
org.jfree.data.time.Week:211-this.week = (byte) Math.min(tempWeek, LAST_WEEK_IN_YEAR);	0
org.jfree.data.time.Week:212-int yyyy = calendar.get(Calendar.YEAR);	0
org.jfree.data.time.Week:215-if (calendar.get(Calendar.MONTH) == Calendar.JANUARY	0
org.jfree.data.time.Week:217-yyyy--;	0
org.jfree.data.time.Week:219-this.year = (short) yyyy;	0
org.jfree.data.time.Week:221-peg(calendar);	0
org.jfree.data.time.Week:222-}	0
org.jfree.data.time.Week:230-return new Year(this.year);	0
org.jfree.data.time.Week:239-return this.year;	0
org.jfree.data.time.Week:248-return this.week;	0
org.jfree.data.time.Week:262-return this.firstMillisecond;	0
org.jfree.data.time.Week:276-return this.lastMillisecond;	0
org.jfree.data.time.Week:288-this.firstMillisecond = getFirstMillisecond(calendar);	0
org.jfree.data.time.Week:289-this.lastMillisecond = getLastMillisecond(calendar);	0
org.jfree.data.time.Week:290-}	0
org.jfree.data.time.Week:303-if (this.week != FIRST_WEEK_IN_YEAR) {	0
org.jfree.data.time.Week:304-result = new Week(this.week - 1, this.year);	0
org.jfree.data.time.TimeSeries:883-throw new IllegalArgumentException("Requires start <= end.");	0
org.jfree.data.time.TimeSeries:921-if (start == null) {	0
org.jfree.data.time.TimeSeries:924-if (end == null) {	0
org.jfree.data.time.TimeSeries:927-if (start.compareTo(end) > 0) {	0
org.jfree.data.time.TimeSeries:931-boolean emptyRange = false;	0
org.jfree.data.time.TimeSeries:932-int startIndex = getIndex(start);	0
org.jfree.data.time.TimeSeries:933-if (startIndex < 0) {	0
org.jfree.data.time.TimeSeries:934-startIndex = -(startIndex + 1);	0
