projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,alias,true);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,originalName,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref);parent.replaceChild(n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),alias);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),n);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,originalName),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,originalName,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.type));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,globalNames);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNKNOWN_SIGNATURES);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.getParent();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),originalName,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),originalName,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,originalName,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,originalName,isQName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,originalName,UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getLastChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref.getLastChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref.getLastChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,1);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,null);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),ref,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),ref,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(parent,newNode(Token.NAMESPACE_REDEFINED),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.toString()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.getString()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(parent,newNode(Token.NAMESPACE_REDEFINED));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,alias,false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.cloneTree()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames());
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.cloneTree()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.cloneTree()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(parent,newNode(Token.NAMESPACE_REDEFINED,originalName));
