bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action3	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testRootEndpoints  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  [BUGGY]  double  delta  =  x2  -  x0;  [BUGGY]  double  oldDelta  =  delta;  int  i  =  0;  while  (i  <  maximalIterationCount)  {  if  (Math.abs(y2)  <  Math.abs(y1))  {  x0  =  x1;  x1  =  x2;  x2  =  x0;  y0  =  y1;  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  x0  double  y0  double  x1  double  y1  double  x2  double  y2  [VARIABLES]  boolean  long  serialVersionUID  double  delta  dx  oldDelta  p  p1  r1  r2  r3  tolerance  x0  x1  x2  y0  y1  y2  int  i  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5	175	175	1	add	double  delta  =  x2  -  x0;	double  delta  =  x1  -  x0;  	compilable	  [FE]  IllegalArgumentException  testRootEndpoints	11	1
23	[BUG]  [BUGGY]    setResult(x1,  i);  result  =  Math.max(relativeAccuracy  *  Math.abs(y1),  absoluteAccuracy);  [FE]  IllegalArgumentException  testRootEndpoints  [CONTEXT]  x1  =  x2;  x2  =  x0;  y0  =  y1;  y1  =  y2;  y2  =  y0;  }  if  (Math.abs(y1)  <=  functionValueAccuracy)  {      [BUGGY]    setResult(x1,  i);  result  =  Math.max(relativeAccuracy  *  Math.abs(y1),  absoluteAccuracy);  [BUGGY]  setResult(x1,  i);  return  result;  }  double  dx  =  (x2  -  x1);  double  tolerance  =  Math.max(relativeAccuracy  *  Math.abs(x1),  absoluteAccuracy);  if  (Math.abs(dx)  <=  tolerance)  {  setResult(x1,  i);  return  result;  }  if  ((Math.abs(oldDelta)  <  tolerance)  ||  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  x0  double  y0  double  x1  double  y1  double  x2  double  y2  [VARIABLES]  boolean  long  serialVersionUID  double  delta  dx  oldDelta  p  p1  r1  r2  r3  tolerance  x0  x1  x2  y0  y1  y2  int  i  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5773502691896258	193	193	1	replace	    setResult(x1,  i);  result  =  Math.max(relativeAccuracy  *  Math.abs(y1),  absoluteAccuracy);		compilable	  [FE]  IllegalArgumentException  testRootEndpoints	4	1	add
23	[BUG]  [BUGGY]    int  i  =  Math.min(relativeAccuracy  *  Math.abs(y1),  absoluteAccuracy);  [CE]  variable  i  is  already  defined  in  method  solve(double,double,double,double,double,double)  [CONTEXT]  x1  =  x2;  x2  =  x0;  y0  =  y1;  y1  =  y2;  y2  =  y0;  }  if  (Math.abs(y1)  <=  functionValueAccuracy)  {      [BUGGY]    int  i  =  Math.min(relativeAccuracy  *  Math.abs(y1),  absoluteAccuracy);  [BUGGY]  setResult(x1,  i);  return  result;  }  double  dx  =  (x2  -  x1);  double  tolerance  =  Math.max(relativeAccuracy  *  Math.abs(x1),  absoluteAccuracy);  if  (Math.abs(dx)  <=  tolerance)  {  setResult(x1,  i);  return  result;  }  if  ((Math.abs(oldDelta)  <  tolerance)  ||  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  x0  double  y0  double  x1  double  y1  double  x2  double  y2  [VARIABLES]  boolean  long  serialVersionUID  double  delta  dx  oldDelta  p  p1  r1  r2  r3  tolerance  x0  x1  x2  y0  y1  y2  int  i  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5773502691896258	193	193	1	replace	    int  i  =  Math.min(relativeAccuracy  *  Math.abs(y1),  absoluteAccuracy);		non-compiled	[CE]  variable  i  is  already  defined  in  method  solve(double,double,double,double,double,double)	4	None	add
24	[BUG]  [BUGGY]    if(y2  >  y1)  {  setResult(x1,  i);  if(Math.abs(y2)  <=  functionValueAccuracy)  {  result  =  Math.abs(y1);  }  [CE]  reached  end  of  file  while  parsing  [CONTEXT]  x1  =  x2;  x2  =  x0;  y0  =  y1;  y1  =  y2;  y2  =  y0;  }  if  (Math.abs(y1)  <=  functionValueAccuracy)  {      [BUGGY]    if(y2  >  y1)  {  setResult(x1,  i);  if(Math.abs(y2)  <=  functionValueAccuracy)  {  result  =  Math.abs(y1);  }  [BUGGY]  setResult(x1,  i);  return  result;  }  double  dx  =  (x2  -  x1);  double  tolerance  =  Math.max(relativeAccuracy  *  Math.abs(x1),  absoluteAccuracy);  if  (Math.abs(dx)  <=  tolerance)  {  setResult(x1,  i);  return  result;  }  if  ((Math.abs(oldDelta)  <  tolerance)  ||  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  x0  double  y0  double  x1  double  y1  double  x2  double  y2  [VARIABLES]  boolean  long  serialVersionUID  double  delta  dx  oldDelta  p  p1  r1  r2  r3  tolerance  x0  x1  x2  y0  y1  y2  int  i  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5773502691896258	193	193	1	replace	    if(y2  >  y1)  {  setResult(x1,  i);  if(Math.abs(y2)  <=  functionValueAccuracy)  {  result  =  Math.abs(y1);  }		non-compiled	[CE]  reached  end  of  file  while  parsing	4	None	add
25	[BUG]  [BUGGY]    if(y2  >  y1)  {  setResult(x1,  i);  if(Math.abs(y2)  <=  functionValueAccuracy)  {  return  result;  }  [CE]  reached  end  of  file  while  parsing  [CONTEXT]  x1  =  x2;  x2  =  x0;  y0  =  y1;  y1  =  y2;  y2  =  y0;  }  if  (Math.abs(y1)  <=  functionValueAccuracy)  {      [BUGGY]    if(y2  >  y1)  {  setResult(x1,  i);  if(Math.abs(y2)  <=  functionValueAccuracy)  {  return  result;  }  [BUGGY]  setResult(x1,  i);  return  result;  }  double  dx  =  (x2  -  x1);  double  tolerance  =  Math.max(relativeAccuracy  *  Math.abs(x1),  absoluteAccuracy);  if  (Math.abs(dx)  <=  tolerance)  {  setResult(x1,  i);  return  result;  }  if  ((Math.abs(oldDelta)  <  tolerance)  ||  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  x0  double  y0  double  x1  double  y1  double  x2  double  y2  [VARIABLES]  boolean  long  serialVersionUID  double  delta  dx  oldDelta  p  p1  r1  r2  r3  tolerance  x0  x1  x2  y0  y1  y2  int  i  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5773502691896258	193	193	1	replace	    if(y2  >  y1)  {  setResult(x1,  i);  if(Math.abs(y2)  <=  functionValueAccuracy)  {  return  result;  }		non-compiled	[CE]  reached  end  of  file  while  parsing	4	None	add
32	[BUG]  [BUGGY]  ret  =  solve(min,  sign,  max,  yMin,  yMax);  [CE]  no  suitable  method  found  for  solve(double,double,double,double,double)  [CONTEXT]  if  (sign  >=  0)  {    throw  new  IllegalArgumentException  ( "Function  values  at  endpoints  do  not  have  different  signs. "  +   "Endpoints:  [ "  +  min  +   ", "  +  max  +   "] "  +   "Values:  [ "  +  yMin  +   ", "  +  yMax  +   "] ");  }  else  {    [BUGGY]  ret  =  solve(min,  sign,  max,  yMin,  yMax);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  min  double  max  [VARIABLES]  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  boolean  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5	147	147	1	replace	ret  =  solve(min,  sign,  max,  yMin,  yMax);	ret  =  solve(min,  yMin,  max,  yMax,  min,  yMin);  	non-compiled	[CE]  no  suitable  method  found  for  solve(double,double,double,double,double)	7	None	replace
33	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testRootEndpoints  [CONTEXT]  if  (sign  >=  0)  {    throw  new  IllegalArgumentException  ( "Function  values  at  endpoints  do  not  have  different  signs. "  +   "Endpoints:  [ "  +  min  +   ", "  +  max  +   "] "  +   "Values:  [ "  +  yMin  +   ", "  +  yMax  +   "] ");  }  else  {    [BUGGY]  ret  =  solve(min,  sign,  max,  yMax,  min,  yMin);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  min  double  max  [VARIABLES]  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  boolean  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5	147	147	1	add	ret  =  solve(min,  sign,  max,  yMax,  min,  yMin);	ret  =  solve(min,  yMin,  max,  yMax,  min,  yMin);  	compilable	  [FE]  IllegalArgumentException  testRootEndpoints	7	1
34	[BUG]  [BUGGY]  ret  =  solve(min,  sign,  max,  yMax,  min,  yMin);  [FE]  IllegalArgumentException  testRootEndpoints  [CONTEXT]  if  (sign  >=  0)  {    throw  new  IllegalArgumentException  ( "Function  values  at  endpoints  do  not  have  different  signs. "  +   "Endpoints:  [ "  +  min  +   ", "  +  max  +   "] "  +   "Values:  [ "  +  yMin  +   ", "  +  yMax  +   "] ");  }  else  {    [BUGGY]  ret  =  solve(min,  sign,  max,  yMax,  min,  yMin);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  min  double  max  [VARIABLES]  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  boolean  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5	147	147	1	replace	ret  =  solve(min,  sign,  max,  yMax,  min,  yMin);	ret  =  solve(min,  yMin,  max,  yMax,  min,  yMin);  	compilable	  [FE]  IllegalArgumentException  testRootEndpoints	7	1	replace
34	[BUG]  [BUGGY]  ret  =  solve(min,  max,  yMin,  min,  yMax);  [CE]  no  suitable  method  found  for  solve(double,double,double,double,double)  [CONTEXT]  if  (sign  >=  0)  {    throw  new  IllegalArgumentException  ( "Function  values  at  endpoints  do  not  have  different  signs. "  +   "Endpoints:  [ "  +  min  +   ", "  +  max  +   "] "  +   "Values:  [ "  +  yMin  +   ", "  +  yMax  +   "] ");  }  else  {    [BUGGY]  ret  =  solve(min,  max,  yMin,  min,  yMax);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  min  double  max  [VARIABLES]  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  boolean  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5	147	147	1	replace	ret  =  solve(min,  max,  yMin,  min,  yMax);	ret  =  solve(min,  yMin,  max,  yMax,  min,  yMin);  	non-compiled	[CE]  no  suitable  method  found  for  solve(double,double,double,double,double)	7	None	replace
42	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testRootEndpoints  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  double  delta  =  x1  -  x0;  double  oldDelta  =  delta;  int  i  =  0;  while  (i  <  maximalIterationCount)  {  [BUGGY]  if(Math.abs(y2)  <=  Math.abs(y1))  {  [BUGGY]    x0  =  x1;  x1  =  x2;  x2  =  x0;  y0  =  y1;  y1  =  y2;  y2  =  y0;  }  if  (Math.abs(y1)  <=  functionValueAccuracy)  {  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  x0  double  y0  double  x1  double  y1  double  x2  double  y2  [VARIABLES]  boolean  long  serialVersionUID  double  delta  dx  oldDelta  p  p1  r1  r2  r3  tolerance  x0  x1  x2  y0  y1  y2  int  i  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5	180	180	1	add	if(Math.abs(y2)  <=  Math.abs(y1))  {	if  (Math.abs(y2)  <  Math.abs(y1))  {  	compilable	  [FE]  IllegalArgumentException  testRootEndpoints	19	1
43	[BUG]  [BUGGY]  if(Math.abs(y2)  <=  Math.abs(y1))  {  [FE]  IllegalArgumentException  testRootEndpoints  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  double  delta  =  x1  -  x0;  double  oldDelta  =  delta;  int  i  =  0;  while  (i  <  maximalIterationCount)  {  [BUGGY]  if(Math.abs(y2)  <=  Math.abs(y1))  {  [BUGGY]    x0  =  x1;  x1  =  x2;  x2  =  x0;  y0  =  y1;  y1  =  y2;  y2  =  y0;  }  if  (Math.abs(y1)  <=  functionValueAccuracy)  {  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  x0  double  y0  double  x1  double  y1  double  x2  double  y2  [VARIABLES]  boolean  long  serialVersionUID  double  delta  dx  oldDelta  p  p1  r1  r2  r3  tolerance  x0  x1  x2  y0  y1  y2  int  i  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5	180	180	1	replace	if(Math.abs(y2)  <=  Math.abs(y1))  {	if  (Math.abs(y2)  <  Math.abs(y1))  {  	compilable	  [FE]  IllegalArgumentException  testRootEndpoints	19	1	replace
45	[BUG]  [BUGGY]    [CE]  illegal  start  of  type  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  double  delta  =  x1  -  x0;  double  oldDelta  =  delta;  int  i  =  0;  while  (i  <  maximalIterationCount)  {  [BUGGY]    [BUGGY]    x0  =  x1;  x1  =  x2;  x2  =  x0;  y0  =  y1;  y1  =  y2;  y2  =  y0;  }  if  (Math.abs(y1)  <=  functionValueAccuracy)  {  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  x0  double  y0  double  x1  double  y1  double  x2  double  y2  [VARIABLES]  boolean  long  serialVersionUID  double  delta  dx  oldDelta  p  p1  r1  r2  r3  tolerance  x0  x1  x2  y0  y1  y2  int  i  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.5	180	180	1	replace	  	if  (Math.abs(y2)  <  Math.abs(y1))  {  	non-compiled	[CE]  illegal  start  of  type	19	None	replace
54	[BUG]  [BUGGY]  throw  new  IllegalArgumentException "Function  values  at  endpoints  do  not  have  different  signs. "  + "  Endpoints:  [ "  +  min  +   ", "  +  max  + "] "  +  [CE]  [CONTEXT]  double  ret  =  Double.NaN;  double  yMin  =  f.value(min);  double  yMax  =  f.value(max);  double  sign  =  yMin  *  yMax;  if  (sign  >=  0)  {    [BUGGY]  throw  new  IllegalArgumentException "Function  values  at  endpoints  do  not  have  different  signs. "  + "  Endpoints:  [ "  +  min  +   ", "  +  max  + "] "  +  [BUGGY]  ( "Function  values  at  endpoints  do  not  have  different  signs. "  +   "Endpoints:  [ "  +  min  +   ", "  +  max  +   "] "  +   "Values:  [ "  +  yMin  +   ", "  +  yMax  +   "] ");  }  else  {  ret  =  solve(min,  yMin,  max,  yMax,  min,  yMin);  }  return  ret;  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  min  double  max  [VARIABLES]  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  boolean  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.7071067811865475	141	143	1	replace	throw  new  IllegalArgumentException "Function  values  at  endpoints  do  not  have  different  signs. "  + "  Endpoints:  [ "  +  min  +   ", "  +  max  + "] "  +	throw  new  IllegalArgumentException  ( "Function  values  at  endpoints  do  not  have  different  signs. "  +       "  Endpoints:  [ "  +  min  +   ", "  +  max  +   "] "  +  	non-compiled	[CE]  	1	None	replace
55	[BUG]  [BUGGY]    [CE]  not  a  statement  [CONTEXT]  double  ret  =  Double.NaN;  double  yMin  =  f.value(min);  double  yMax  =  f.value(max);  double  sign  =  yMin  *  yMax;  if  (sign  >=  0)  {    [BUGGY]    [BUGGY]  ( "Function  values  at  endpoints  do  not  have  different  signs. "  +   "Endpoints:  [ "  +  min  +   ", "  +  max  +   "] "  +   "Values:  [ "  +  yMin  +   ", "  +  yMax  +   "] ");  }  else  {  ret  =  solve(min,  yMin,  max,  yMax,  min,  yMin);  }  return  ret;  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  double  min  double  max  [VARIABLES]  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  boolean  	projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java	0.7071067811865475	141	143	1	replace	  	throw  new  IllegalArgumentException  ( "Function  values  at  endpoints  do  not  have  different  signs. "  +       "  Endpoints:  [ "  +  min  +   ", "  +  max  +   "] "  +  	non-compiled	[CE]  not  a  statement	1	None	replace
